Name,UrlRV,URLYeti,Total Customs Clearances,Total Shipments,Customs Broker,Trade Data, Port Type
"Allnex USA","",,,"","", ""
"Florida Turf Supply","",,,"","", ""
"Chemical.net","",,,"","", ""
"Phoenix Brands by UPI","",,,"","", ""
"Bane-Clene Corp.","",,,"","", ""
"Penton Industries & Myriad Industries","",,,"","", ""
"Volunteer Adhesives","",,,"","", ""
"AIChE","",,,"","", ""
"MAW Enterprises","",,,"","", ""
"T Chem dsde","",,,"","", ""
"Air Source Industries","",,,"","", ""
"Elm Plating","https://app.revenuevessel.com/dashboard/importers/40f33ad5-2def-45de-ae6d-900772528994",3,,"C.H. ROBINSON INTERNATIONAL, INC.-3","", "Air-2, Ambiguous-1"
"Pacific Standard Specialties","",,,"","", ""
"MASTERMELT AMERICA","",,,"","", ""
"T & R Chemicals","https://app.revenuevessel.com/dashboard/importers/f6b7d75b-42e6-4f20-b651-12d58549921d",331,,"INTRADE CONSULTANTS, INC.-328, ACTS CHB, INC.-3","", "Cross Border-328, Ocean-3"
"Chem Mark Of Long Beach","",,,"","", ""
"National Health Lab","",,,"","", ""
"CLADLINER","",,,"","", ""
"Paramount Jamaica","",,,"","", ""
"BGFecomaterials America","",,,"","", ""
"ICC Chemicals","https://app.revenuevessel.com/dashboard/importers/16307f0a-0def-4fba-b566-5a7d20a5be35",159,119,"D & D CUSTOMHOUSE BROKERAGE INC-159","India-37, China-34, Taiwan-17", "Ambiguous-120, Ocean-25, Rail-13, Cross Border-1"
"V. O. BAKER","",,,"","", ""
"Chemical Industry Council","",,,"","", ""
"Oxi-King","",,,"","", ""
"Fleming Laboratories","",,,"","", ""
"Mar-Tech Products","",,,"","", ""
"George Uhe Co","",,,"","", ""
"Quadrant Chemical","",,,"","", ""
"UrthTech","",,,"","", ""
"Life Guard","",,,"","", ""
"B & A International","",,,"","", ""
"United Trading System","",,,"","", ""
"Advanced Adhesive Systems","",,,"","", ""
"Microgerm Defense Nevada","",,,"","", ""
"Liberty Speciality Chemicals","",,,"","", ""
"NUTECH SPECIALTIES","",,,"","", ""
"Epic Essentials","",,,"","", ""
"Reilly Industries","",,,"","", ""
"New York Synthetics","",,,"","", ""
"Adaseal International","",,,"","", ""
"SURPASS CHEMICAL COMPANY","",,,"","", ""
"Three Bond International","",,,"","", ""
"Pro-Serve","",,,"","", ""
"Boville Industrial Coatings","",,,"","", ""
"Luvak Laboratories","",,,"","", ""
"Maintenance Equipment & Chemicals","",,,"","", ""
"The Solid Approach","",,,"","", ""
"Lynx Chemical","",,,"","", ""
"Natrochem","https://app.revenuevessel.com/dashboard/importers/d95ee963-4081-40cf-8822-4114bac11ff8",1,2,"ANDERSON SHIPPING CO-1","Germany-2", "Ocean-1"
"K100 Fuel Treatment","",,,"","", ""
"Welding Industry","",,,"","", ""
"Microban Brasil","https://app.revenuevessel.com/dashboard/importers/70b836f3-c59a-4563-975d-22a3d8b3567b",11,,"BDP INTERNATIONAL-6, TRANS-BORDER GLOBAL FREIGHT SYSTEMS-5","", "Air-5, Cross Border-4, Ocean-1, Ambiguous-1"
"QGA Construction Chemical","",,,"","", ""
"Uv Coatings","",,,"","", ""
"Allele Reagents","",,,"","", ""
"B&E Fabric Finishing","",,,"","", ""
"Delta Laboratories","",,,"","", ""
"Davy Process Tech","",,,"","", ""
"United Water Restoration Group of Fairfax","",,,"","", ""
"Wrico","",,,"","", ""
"Allen Samuels Chrysler Dodge Jeep","",,,"","", ""
"FACI USA Industrial","",,,"","", ""
"Big D Industries","",,,"","", ""
"Able business services","",,,"","", ""
"Drummond American","",,,"","", ""
"FMC Industrial Chemicals","https://app.revenuevessel.com/dashboard/importers/f024deb5-bc29-478e-9ade-106342672f98",,,"","", ""
"Aiken Chemical","",,,"","", ""
"Stanley Pest Control","",,,"","", ""
"Walla Walla Environmental","",,,"","", ""
"Barcelo Hotel","",,,"","", ""
"SPECIALTY FITTERS","",,,"","", ""
"AmeriCote","",,,"","", ""
"Cleansource","",,,"","", ""
"MEGlobal Americas","",,,"","", ""
"Super Source","",,,"","", ""
"Southern Yarn Dyers","",,,"","", ""
"Plating Process Systems","",,,"","", ""
"Fabric Chemical","",,,"","", ""
"ECOTECH ENTERPRISES","",,,"","", ""
"AIChE Northern California Local Section","",,,"","", ""
"Emerald Green Technology","",,,"","", ""
"NCTI","https://app.revenuevessel.com/dashboard/importers/6d2c6b51-cfd8-45b3-a753-e946c09a3796",11,16,"BDP INTERNATIONAL-6, LIVINGSTON INTERNATIONAL INC.-5","Netherlands-10, Spain-4, Belgium-2", "Ocean-6, Cross Border-5"
"Illinois Aiche","",,,"","", ""
"Universal Chemicals and Coatings","",,,"","", ""
"Peacock Laboratories","",,,"","", ""
"Industrial System Engineering","",,,"","", ""
"WW Custom Clad","",,,"","", ""
"Biolube 1","",,,"","", ""
"American Dyestuff","",,,"","", ""
"LOPEZ TANK LINING","",,,"","", ""
"Eureka Chemical","",,,"","", ""
"Southwestern Petroleum Lubricants","",,,"","", ""
"Kelley Technical Coatings","",,,"","", ""
"OFS","",,,"","", ""
"J&K Scientific","",,,"","", ""
"Sanitation Strategies","",,,"","", ""
"Eco Solution Distributing","",,,"","", ""
"Wizards Products","",,,"","", ""
"SSI Chusei","",,,"","", ""
"Process Engineered Products","",,,"","", ""
"Sweetlake Chemicals","",,,"","", ""
"Polypropylene Plant","",,,"","", ""
"CinChemPro","",,,"","", ""
"Superior Manufacturing","",,,"","", ""
"Williams Hayward Protective Coatings","https://app.revenuevessel.com/dashboard/importers/3b8bad3b-53a6-4492-95a9-6de84fb29868",1,,"CLEARFREIGHT, INC.-1","", "Ambiguous-1"
"Buy Caluanie Muelear Oxidize Online","",,,"","", ""
"Chemenergy Water Treatment,Inc.","",,,"","", ""
"SuperSkinSystems","",,,"","", ""
"Beta Technology","",,,"","", ""
"Aron Alpha Industrial Krazy Glue","",,,"","", ""
"ADVANCED CHEMICAL SOLUTIONS","",,,"","", ""
"Agrotain International","",,,"","", ""
"Purification Concepts","",,,"","", ""
"Ultra Soap International","",,,"","", ""
"Cekal Specialties","",,,"","", ""
"Enviroguard","",,,"","", ""
"ENCORE BRANDS","",,,"","", ""
"Gurney Water Treatment NE","",,,"","", ""
"Koslow Scientific","",,,"","", ""
"Prescott Composites","",,,"","", ""
"Sherwin","https://app.revenuevessel.com/dashboard/importers/a8d77ee2-bc10-4959-b6c6-7c2e8c709f9e",1,1290,"JAMES G WILEY CO-1","China-1063, South Korea-27, Italy-24", "Ocean-1"
"TRCC","https://app.revenuevessel.com/dashboard/importers/f4af50ce-362b-4097-a1d0-7b14070ed476",175,104,"ALLEGIANCE CUSTOMS BROKERAGE, LLC-92, TQ CUSTOMS BROKERAGE, LLC-51, CUSTOMS SERVICES & SOLUTIONS, INC.-18","Vietnam-93, Taiwan-8, China-4", "Ocean-170, Cross Border-4, Air-1"
"Young Chemical Company","",,,"","", ""
"ABCO Welding & Industrial Supplies","",,,"","", ""
"Professional Detailing Products","",,,"","", ""
"Linphos Chemical","https://app.revenuevessel.com/dashboard/importers/235b7e76-2362-410c-a69f-ebe2bbb5e5a5",,4,"","Singapore-2, South Korea-1, Taiwan-1", ""
"Reichhold Chemicals","",,,"","", ""
"John Schneider & Associates","",,,"","", ""
"MARSAM METAL FINISHING","",,,"","", ""
"Morgan-Gallacher","",,,"","", ""
"Chattanooga Labeling Systems, Galeton Division","https://app.revenuevessel.com/dashboard/importers/c8a802f2-fb27-4add-8452-cefd252eff17",1,,"UPS SUPPLY CHAIN SOLUTION-1","", "Rail-1"
"USI Chemical America","",,,"","", ""
"Carter Chemicals","",,,"","", ""
"Absolute Coatings","https://app.revenuevessel.com/dashboard/importers/274fe49b-5bbd-437c-8ee9-a961c4751ca0",,8,"","China-8", ""
"XT-2000","",,,"","", ""
"AiFChem","",,,"","", ""
"Complete Corrosion Solutions","",,,"","", ""
"Autosol","",,,"","", ""
"Quality Grinding Aids","",,,"","", ""
"Naval Post Graduate School","",,,"","", ""
"Solu-Cal Products","",,,"","", ""
"GRANITE CHEMICAL SERVICES","",,,"","", ""
"Protek Products","",,,"","", ""
"Northwest Scientific","",,,"","", ""
"AMSA","",,,"","", ""
"PID Analyzers","",,,"","", ""
"Alpha Chem","",,,"","", ""
"STS Tank Leasing","",,,"","", ""
"Renovo Sustainable Products","",,,"","", ""
"Huron Technologies","",,,"","", ""
"Jasper Rubber Products","https://app.revenuevessel.com/dashboard/importers/b418bee1-f7b1-4cf8-9877-da81667ef88a",5,6,"JAGRO CUSTOMS BROKERS & INTL. F.F.,-5","South Africa-5, Netherlands-2", "Ambiguous-4, Air-1"
"The Rochester Section of the American Chemical Society","",,,"","", ""
"E.W. Kaufmann","",,,"","", ""
"PERIN Resources","",,,"","", ""
"Peach State Labs","https://app.revenuevessel.com/dashboard/importers/23a461c4-0a2f-4f17-b516-8c143047974d",42,,"UWL, INC.-42","", "Ocean-42"
"OCI Alabama","",,,"","", ""
"EcoVenger Pro","",,,"","", ""
"SBS Pet by Jones-Hamilton","",,,"","", ""
"Techneglas","",,,"","", ""
"Franmar","",,,"","", ""
"SKASOL","",,,"","", ""
"Max Meyer","",,,"","", ""
"SafeCorr","",,,"","", ""
"Preferred Fragrance","",,,"","", ""
"GS Polymers","",,,"","", ""
"Amoco Chemical","",,,"","", ""
"Angler Industries","",,,"","", ""
"MetChem Products Corp.","",,,"","", ""
"Wechem","",,,"","", ""
"Phibro Tech","https://app.revenuevessel.com/dashboard/importers/6d29cdad-20e0-4b47-9845-30dd1ec452c0",49,38,"AMERICAN RIVER BROKERAGE SERVICES,-19, MONTGOMERY INTL-12, BDP INTERNATIONAL-9","Canada-29, China-6, Mexico-4", "Cross Border-22, Rail-12, Ocean-9, Air-4, Ambiguous-1, Parcel-1"
"Newmarket Services","",,,"","", ""
"Burke Process","",,,"","", ""
"STIC-ADHESIVE Products","",,,"","", ""
"Adhesive & Equipment","",,,"","", ""
"A&B Welding Supply Company","",,,"","", ""
"Gluefast, a Chicago Glue & Machine","",,,"","", ""
"Dicks","",,,"","", ""
"ES Industries","",,,"","", ""
"ADV Plating","",,,"","", ""
"PRP Industries","",,,"","", ""
"Allureglow USA","",,,"","", ""
"Alpha Chi Sigma, Beta Gamma Chapter","https://app.revenuevessel.com/dashboard/importers/e0c3652f-4ef4-478f-9ec9-ee9ccf129b6a",42,2,"DHL EXPRESS (USA) INC.-42","Singapore-2", "Parcel-42"
"Futurrex","",,,"","", ""
"Dynamic Adsorbents","",,,"","", ""
"Standard Alcohol","",,,"","", ""
"Hunt Imaging","https://app.revenuevessel.com/dashboard/importers/221c3a86-e83f-4aa3-96b1-57478627ef15",4,4,"KUEHNE & NAGEL INC-3, YAMATO TRANSPORT USA INC-1","South Korea-2, Japan-2", "Rail-3, Ambiguous-1"
"Argyle Welding Supply","",,,"","", ""
"equipment trade service","",,,"","", ""
"Green Mountain International","",,,"","", ""
"Liquid Minerals Group","",,,"","", ""
"TOP LINE CHEMICALS","",,,"","", ""
"Rev X Products","",,,"","", ""
"Meridian Agriculture Distribution","",,,"","", ""
"SaniTech Services","",,,"","", ""
"Lucky Enterprises","",,,"","", ""
"YONG AN GAS USA","",,,"","", ""
"Proje Premium Car Care Products","",,,"","", ""
"Westech Aerosol","",,,"","", ""
"TerraClean Products Div. of UView Ultraviolet Sytems","",,,"","", ""
"AlixirChem","",,,"","", ""
"Quality Aerosols","",,,"","", ""
"BroCo Products","",,,"","", ""
"Superior Signal","",,,"","", ""
"CryoCarb","",,,"","", ""
"Trident","",,,"","", ""
"SAM Sputter Targets","",,,"","", ""
"Diamant Polymers","",,,"","", ""
"Webb Chemical & Paper Co","",,,"","", ""
"The Tremont Group","",,,"","", ""
"SD Labs","",,,"","", ""
"Alpha Chi Sigma","https://app.revenuevessel.com/dashboard/importers/e5ee38ca-d3ca-4472-8323-09bd111bd17a",167,,"NORTH STAR WORLD TRADE SERVICES INC-97, DHL EXPRESS (USA) INC.-37, UPS SUPPLY CHAIN SOLUTION-28","", "Cross Border-70, Parcel-55, Air-25, Ambiguous-17"
"La Petite Roche","",,,"","", ""
"RapidBond","",,,"","", ""
"Sierra Paint","",,,"","", ""
"Midland Engineering","",,,"","", ""
"Reaction 35","",,,"","", ""
"Absolute Standards","",,,"","", ""
"Touch-Up Solutions","",,,"","", ""
"CVC Thermoset Specialties","",,,"","", ""
"Applied Thermal Fluids","",,,"","", ""
"Kemper Industries","",,,"","", ""
"Greenflow USA","",,,"","", ""
"Dry Color USA","",,,"","", ""
"Bonakemi U S A","",,,"","", ""
"Gulf Bayport Chemicals L.P.","",,,"","", ""
"Vulpes Corp.","",,,"","", ""
"CIL Isotope Separations","https://app.revenuevessel.com/dashboard/importers/7a984f7f-3ba5-47c3-9f97-7e343c79849e",47,4,"NNR GLOBAL LOGISTICS USA INC-29, DACHSER USA AIR & SEA LOGISTICS INC-14, FEDEX TRADE NETWORKS TRANS. & BROKE-3","China-17, Taiwan-17", "Air-29, Ocean-7, Cross Border-6, Ambiguous-5"
"The Redstone Group","",,,"","", ""
"Noelson Chemicals","",,,"","", ""
"Warsaw Chemical Co.","",,,"","", ""
"A. W. COOK CEMENT PRODUCTS","",,,"","", ""
"000","",,,"","", ""
"IGK North America","",,,"","", ""
"Rheolab Ltd. A Subsidiary of SNF","",,,"","", ""
"Sybron Chemicals","",,,"","", ""
"Cristal USA","",,,"","", ""
"Koch Fertilizer Storage","https://app.revenuevessel.com/dashboard/importers/e691f4d4-1077-4bb2-8ec7-557cbfc7cc6e",4857,36,"LIVINGSTON INTERNATIONAL INC.-4799, VALLS INTL (LAREDO) INC-53, F.H. KAYSING COMPANY, LLC-5","Trinidad and Tobago-23, Algeria-5, Morocco-4", "Cross Border-4799, Ocean-53, Parcel-5"
"Universal Chemicals & Coatings","",,,"","", ""
"Performance Coatings International Laboratories","",,,"","", ""
"Team Laboratory Chemical","",,,"","", ""
"Exothermix","",,,"","", ""
"CleanWirx207","",,,"","", ""
"CFS Enterprises","https://app.revenuevessel.com/dashboard/importers/dc625d7a-10cf-48a2-90da-010ef6904721",5,4,"T H WEISS INC-5","China-4", "Ocean-5"
"Powered by HYGEN","",,,"","", ""
"Ecometal","",,,"","", ""
"Unichem Specialty Chemicals","",,,"","", ""
"Stoner Critical Cleaning Products","",,,"","", ""
"DeForest Enterprises","",,,"","", ""
"Sunrise Environmental Scientific","",,,"","", ""
"Agaia Latin America","",,,"","", ""
"LOTUS MIXERS/MIXCO","https://app.revenuevessel.com/dashboard/importers/b48abb49-15a0-4c9e-85ca-fcb5f67b72fe",48,106,"FARRIS CUSTOMS BROKERS INC.-45, LANDSTAR GLOBAL LOGISTICS, INC.-3","China-106, South Korea-2", "Ocean-42, Cross Border-3, Air-2, Rail-1"
"Integral Products","",,,"","", ""
"Envirochem-USA","https://app.revenuevessel.com/dashboard/importers/1d1e841e-fa27-4e24-8ab4-e2b12c73bd65",1,8,"V ALEXANDER & CO INC-1","China-7, Mexico-2", "Air-1"
"AllCoat Technology","",,,"","", ""
"NATIONAL POLYMERS","",,,"","", ""
"DuraFry Solutions International","",,,"","", ""
"Fisher Research","",,,"","", ""
"Disinfexol","",,,"","", ""
"Erie Plating","",,,"","", ""
"AMPAC Specialty Chemicals","https://app.revenuevessel.com/dashboard/importers/48ff83c5-58e6-4aba-ad46-7986379a4c48",11,4,"BRUZZONE SHIPPING INC-7, CITTA INC.-4","Italy-3, China-3", "Ocean-8, Air-2, Ambiguous-1"
"Adhesives Research: Splicing Tape Technology","https://app.revenuevessel.com/dashboard/importers/fb793e95-9c3e-4f82-bd61-5855536d2d82",43,80,"AIT CUSTOMS BROKERAGE INC-23, BDP INTERNATIONAL-18, UPS SUPPLY CHAIN SOLUTION-2","Germany-45, China-13, Italy-9", "Ocean-19, Air-13, Ambiguous-8, Parcel-2, Cross Border-1"
"OCI International","https://app.revenuevessel.com/dashboard/importers/4df545e9-83d6-4bb3-9d76-5ffcf256717a",136,343,"JOHN JONG HYUK KIM-94, UNIWAY CUSTOMS SERVICES, INC.-31, VALLS INTL (HOUSTON) INC-11","South Korea-345", "Ambiguous-107, Ocean-27, Air-2"
"Met-L-Chek","",,,"","", ""
"Cook Nuclear Power Plant","",,,"","", ""
"PurpleTuff","",,,"","", ""
"Delta-Chem","",,,"","", ""
"Thatcher Company","https://app.revenuevessel.com/dashboard/importers/ed2ab3db-5c21-4f9d-a8bf-0069ce16c6a6",111,235,"MBC BROKERS, INC.-111","China-170, South Korea-53, Japan-10", "Ocean-63, Rail-41, Ambiguous-7"
"Royce International","https://app.revenuevessel.com/dashboard/importers/598018bc-5696-455f-9d91-6837ade22f04",217,659,"MARA SHIPPING INC-217","India-534, China-39, Oman-28", "Ocean-120, Ambiguous-94, Air-3"
"Sani Wash","",,,"","", ""
"Komitsulite Alumina 3D Printing Resin","",,,"","", ""
"Sterling Fibers","https://app.revenuevessel.com/dashboard/importers/f87fb9f0-9826-4784-8ab5-343b654d9711",10,29,"DJ POWERS CO INC.-10","South Korea-18, China-11", "Ocean-10"
"The Hypochlorous","",,,"","", ""
"EDMAR CHEMICAL","",,,"","", ""
"Innosol","",,,"","", ""
"Porelon","https://app.revenuevessel.com/dashboard/importers/847ded75-1567-491a-a500-8bab1dd7399b",1,2,"SEKO CUSTOMS BROKERAGE INC.-1","India-2", "Ambiguous-1"
"Connection Chemical LP","https://app.revenuevessel.com/dashboard/importers/3c0fcd54-60b6-4b6d-92fb-35e05fc6220c",990,,"FLEXPORT CUSTOMS LLC-487, T H WEISS INC-369, BDP INTERNATIONAL-134","", "Ocean-615, Ambiguous-312, Cross Border-48, Air-8, Rail-2"
"HSCC CHEMICALS","",,,"","", ""
"Mader Group","",,,"","", ""
"Rite-Kem","",,,"","", ""
"N. Jonas & Co.","https://app.revenuevessel.com/dashboard/importers/f1bd6172-8568-44cb-858c-7ec1f30ed4bc",1,,"ARIES GLOBAL LOGISTICS, INC.-1","", "Ambiguous-1"
"Turf Ventures","",,,"","", ""
"Intercontinental Fragrances","",,,"","", ""
"Adam Gates Chemical","",,,"","", ""
"Stainless Steel Coatings","",,,"","", ""
"MURPHY INDUSTRIAL COATINGS","",,,"","", ""
"Omni Oxide","",,,"","", ""
"Secure Winter Products","",,,"","", ""
"Precision Fluid Systems","",,,"","", ""
"JCI Jones Chemicals","https://app.revenuevessel.com/dashboard/importers/7e1de627-930c-4a06-9d75-93ebec6260c6",60,106,"JULIANA LIM CHB, INC.-60","South Korea-104, Bahamas-2, Singapore-2", "Ocean-58, Air-2"
"Sirius Chemical","",,,"","", ""
"Specrete-IP","",,,"","", ""
"The Graymor Chemical Company","",,,"","", ""
"Argo Chemical","",,,"","", ""
"COLR Technology","",,,"","", ""
"Roklin Systems","",,,"","", ""
"tyger scientific","",,,"","", ""
"Fulflex Singapore Pte","https://app.revenuevessel.com/dashboard/importers/d802d8d1-3ce3-4d9c-8522-95d8cff3e9b6",61,204,"ROGERS & BROWN CUSTOM BROKERS, INC.-41, TRANS-BORDER GLOBAL FREIGHT SYSTEMS-20","India-165, Vietnam-13, Turkey-10", "Ocean-41, Ambiguous-18, Air-2"
"Biotef Chemicals","",,,"","", ""
"Dakota Distributing L.P.","",,,"","", ""
"American Distillation","",,,"","", ""
"Fabricolor Holding, Int'l.","",,,"","", ""
"A.P.Georghiades","",,,"","", ""
"Fasson Roll Division","",,,"","", ""
"SPI Polyols","",,,"","", ""
"A B Pest Control and Insulation","",,,"","", ""
"Shandong Vicome Greenland Chemical Co.","",,,"","", ""
"Aqua Based","",,,"","", ""
"Texarome","",,,"","", ""
"James Pest Management","",,,"","", ""
"Lens Technology International","",,,"","", ""
"Mitsubishi Rayon America","",,,"","", ""
"AMI Chemical","",,,"","", ""
"Methanex Methanol Company","",,,"","", ""
"S&S Supplies","",,,"","", ""
"E-ZOIL","",,,"","", ""
"Jiaxing Midas Oilfield Chemical Mfg. Co.","",,,"","", ""
"Yenkin-Majestic Paint","https://app.revenuevessel.com/dashboard/importers/76e682e4-ce9f-4d34-9aa3-ca07ff7b08d4",112,,"WESTERN OVERSEAS CORPORATION-79, SAENZ GLOBAL LOGISTICS INC-33","", "Ocean-79, Cross Border-33"
"Nava Technologies","",,,"","", ""
"San Jose Scientific","",,,"","", ""
"Belzona Molecular","",,,"","", ""
"Polyurethane Specialties","",,,"","", ""
"P.F.I.","",,,"","", ""
"Anderol","",,,"","", ""
"TAG America","",,,"","", ""
"Kalpesh Enterprise","",,,"","", ""
"MC IONIC SOLUTIONS UK LIMITED","",,,"","", ""
"Power Chemical","",,,"","", ""
"Watcon Water Conditioning","",,,"","", ""
"Depco","https://app.revenuevessel.com/dashboard/importers/d5882e57-6795-40bc-9622-2607f323edbf",68,78,"CARGO SERVICES, INC.-68","China-20, Turkey-18, India-16", "Ambiguous-46, Rail-22"
"Baker Petrolite Polymers Div","",,,"","", ""
"Areway","",,,"","", ""
"UniClean America Marine Chemicals","",,,"","", ""
"Colibri Scentique","",,,"","", ""
"Anion Specialty Chemicals","",,,"","", ""
"Specialty Chemicals","",,,"","", ""
"OS-TECH","",,,"","", ""
"Sandpiper Chemicals","",,,"","", ""
"Silicone Solutions","https://app.revenuevessel.com/dashboard/importers/a91241f7-c00c-48e4-97ae-e4b5be83d8f6",5,,"FEDEX TRADE NETWORKS TRANS. & BROKE-5","", "Cross Border-5"
"Envirochemical","",,,"","", ""
"DSC Products","",,,"","", ""
"Chem Tech Solutions","",,,"","", ""
"B. F. Goodrich","",,,"","", ""
"VueGuard","",,,"","", ""
"Zeeks Pizza","",,,"","", ""
"Classic Dyestuffs","https://app.revenuevessel.com/dashboard/importers/2708125d-0d5b-45f7-a8d8-91b364c1d0ce",52,231,"ALLEGIANCE CUSTOMS BROKERAGE, LLC-50, LOGISTICS PLUS CUSTOMS BROKER SOLUT-2","India-204, China-27, Taiwan-11", "Ocean-37, Air-15"
"D.L.P Coatings","",,,"","", ""
"Mirabel Coatings","",,,"","", ""
"ChemTranUSA","https://app.revenuevessel.com/dashboard/importers/3ff1bb6c-af74-4b50-ba0a-300ab1b6361d",2,,"ALARA TRADE, L.L.C.-1, GATEWAY INT'L CLEARANCE SER INC-1","", "Ocean-1, Cross Border-1"
"Smart Glycerin","",,,"","", ""
"Grower's Source","",,,"","", ""
"Roymal","",,,"","", ""
"Ossian","",,,"","", ""
"Oldham Chemical","",,,"","", ""
"klean corp international","",,,"","", ""
"Gantrade Vinyl and Acrylic Monomers","https://app.revenuevessel.com/dashboard/importers/9e2c3661-5f71-4f22-84d3-52d05cbc4d85",339,935,"J.M. RODGERS CO., INC.-331, CARGOTRANS INC-7, ROSA MARINA FLORES-ALVAREZ-1","Taiwan-541, South Korea-123, India-60", "Ocean-204, Ambiguous-129, Air-5, Rail-1"
"American Formula","",,,"","", ""
"Belmont Plating Works","",,,"","", ""
"Union Carbide Industrial Gases","",,,"","", ""
"Kappa Laboratories","",,,"","", ""
"Peninsula Copper Industries","",,,"","", ""
"TAIKIUSA","",,,"","", ""
"BoatLIFE, Div of Life Industries Corp.","",,,"","", ""
"Spray Nine","",,,"","", ""
"Dispersion Technology","",,,"","", ""
"Craft Laboratories","",,,"","", ""
"EcoLox Dyes","",,,"","", ""
"Lake Charles Rubber & Gasket","",,,"","", ""
"Sidmak Laboratories","",,,"","", ""
"High Precision Gas","",,,"","", ""
"ITD","",,,"","", ""
"Atlantic Chemical & Equipment","",,,"","", ""
"REMURIATE","",,,"","", ""
"Youngstown Oxygen & Welding Supply","",,,"","", ""
"Star Seal Of Ohio","",,,"","", ""
"E-Z Flow Foam Systems","",,,"","", ""
"Advanced Catalyst Systems","https://app.revenuevessel.com/dashboard/importers/57b1526c-1b16-411d-a219-41f2a34e33e9",7,,"C.H. ROBINSON INTERNATIONAL, INC.-7","", "Ocean-4, Air-3"
"Carolina Solvents","",,,"","", ""
"MetChem","",,,"","", ""
"Byco Oil","",,,"","", ""
"Nutra Queen","",,,"","", ""
"Dustech","",,,"","", ""
"Penta Fine Ingredients","",,,"","", ""
"Faci USA","",,,"","", ""
"The Lynde","",,,"","", ""
"Pest-Logic","",,,"","", ""
"Core Products Co.","",,,"","", ""
"CHEMICAL PROCESS AND PRODUCTION","",,,"","", ""
"Sigma Advanced","",,,"","", ""
"ChemBlend International","",,,"","", ""
"Verdimine","",,,"","", ""
"Xtreme Algae Solutions","",,,"","", ""
"S I Group","https://app.revenuevessel.com/dashboard/importers/0164b220-dd55-4f4b-a298-75a76f0a6e9d",586,137,"BDP INTERNATIONAL-586","Germany-119, Spain-24, China-3", "Ocean-417, Ambiguous-100, Cross Border-49, Air-17, Rail-3"
"ARCHROMA U.S.","",,,"","", ""
"Odom Industries","",,,"","", ""
"Geoanalytical Laboratories","",,,"","", ""
"Pelmor Laboratories","",,,"","", ""
"Adhesive Packaging Specialties","",,,"","", ""
"Thermoclad","",,,"","", ""
"A.G. LAYNE","https://app.revenuevessel.com/dashboard/importers/b77834c6-d788-4535-8e8c-37f2ebd29f9e",13,13,"LISA RAGAN CUSTOMS BROKERAGE INC.-13","Singapore-7, China-6", "Ocean-13"
"HMT Manufacturing","",,,"","", ""
"YOURBRANDBYCRU","",,,"","", ""
"Raw Materials","",,,"","", ""
"LabClear, a Division of Diamond Tool & Die","",,,"","", ""
"Self Cleaning Service","",,,"","", ""
"NOCO Innovative Industrial Solutions","",,,"","", ""
"Blue Leaf Development","",,,"","", ""
"MOON CHEMICAL PRODUCTS","",,,"","", ""
"Fortron Industries","",,,"","", ""
"Thor Pharmaceuticals","",,,"","", ""
"Water Mark Technologies","",,,"","", ""
"Global Chemliquidations","",,,"","", ""
"Dorinco Reinsurance","",,,"","", ""
"Hychem","",,,"","", ""
"Ochemate","",,,"","", ""
"HUMMEL CROTON","",,,"","", ""
"KIC Chemicals","",,,"","", ""
"Auto Wash","",,,"","", ""
"PowderTech","",,,"","", ""
"YOUNIVERSAL LABORATORIES","",,,"","", ""
"Janpro Cleaning System","",,,"","", ""
"Wuxi Huafuchem","",,,"","", ""
"Desilube","",,,"","", ""
"Intersurface Dynamics","",,,"","", ""
"Brampton Technology Limited","",,,"","", ""
"WOODBRIDGE FOAMPARTNER","",,,"","", ""
"FCG Chemical","",,,"","", ""
"DW Davies & Co.","",,,"","", ""
"Powder Coatings","",,,"","", ""
"Forth Technologies","",,,"","", ""
"Dow Elanco","",,,"","", ""
"CSNpharm","",,,"","", ""
"DrivePur Protection Systems","",,,"","", ""
"Ridgway Industries","",,,"","", ""
"Chemical International","",,,"","", ""
"Global Process Management","",,,"","", ""
"SRI OHIO","",,,"","", ""
"Specialty Coatings & Chemicals","",,,"","", ""
"Rutland Holdings","",,,"","", ""
"Amplas Compounding","",,,"","", ""
"Cortape","",,,"","", ""
"The Soap Mobile","",,,"","", ""
"Solvents and Chemicals","",,,"","", ""
"New Haven Section American Chemical Society","https://app.revenuevessel.com/dashboard/importers/b16fda8e-479b-49da-9236-916a84d056ec",1,,"LAING INTERNATIONAL-1","", "Air-1"
"Cobb Carpet Supply","",,,"","", ""
"P.J. Cobert Associates","",,,"","", ""
"Custom Ingredients","https://app.revenuevessel.com/dashboard/importers/b0ff8687-8afa-4bfa-862f-9d683409febf",541,380,"J.M. RODGERS CO., INC.-534, DHL EXPRESS (USA) INC.-5, UPS SUPPLY CHAIN SOLUTION-2","India-139, Belgium-46, France-46", "Ambiguous-312, Ocean-108, Air-75, Rail-23, Parcel-4, Cross Border-4"
"Lee Soap","",,,"","", ""
"Corworth Restroom Facilities","",,,"","", ""
"Vanguard","",,,"","", ""
"Aldrich Chemical Company","",,,"","", ""
"Dandi Guaranty Pest Solutions & Termite Services","",,,"","", ""
"AMOS CHEMICALS","",,,"","", ""
"Old Mac Donalds","",,,"","", ""
"Bomar Specialties","",,,"","", ""
