"Find companies","legal_name","Normalize Company Name","company_name","Description","Primary Industry","Size","Type","hq_location","Country","domain","LinkedIn URL","Exports Status","Perplexity AI","Update People Search (Find people Table) - 2025-07-23T00:23:14.108Z","Update People Search (Find people Table) - 2025-07-23T05:01:32.416Z","Update People Search (Find people Table) - 2025-07-25T07:31:30.042Z"
,"Biosynthetic Technologies","✅ Biosynthetic","Biosynthetic","At Biosynthetic Technologies we strive to create a new future for sustainability by delivering innovations to serve a wide variety of industries. 

We achieve this by using organic fatty acids found in plant oils to provide biobased, non-toxic, and sustainable base oils to the Industrial Lubricant, Metalworking, Agriculture, Personal Care, and C.A.S.E markets. We dedicate ourselves to delivering high performance using technically advanced products mixed with the seamless flexibility to meet the commercial needs of our customers.

We hold a broad portfolio of issued and pending patents protecting this novel chemical technology.

Biosynthetic Technologies is a part of The Heritage Group.","Chemical Manufacturing","11-50 employees","Privately Held","Indianapolis, Indiana","United States","biosynthetic.com","https://www.linkedin.com/company/biosynthetic",,,,,
,"Compound Solutions, Inc.","✅ Compound Solutions","Compound Solutions","Representing and distributing patented ingredients to improve human health and performance. CSI supplies science-based ingredients to wellness and sports nutrition brands, as well as functional food and nutraceutical manufacturers.","Chemical Manufacturing","11-50 employees","Privately Held","Carlsbad, CA","United States","compoundsolutions.com","https://www.linkedin.com/company/compoundsolutions",,,,,
,"Daubert Chemical Company","✅ Daubert Chemical","Daubert Chemical","Daubert Chemical Company has held a leadership role in providing Specialty Coatings, Lubricants and Adhesives, since 1935. Serving the steel, automotive transportation and general manufacturing industries, Daubert has focused on corrosion prevention coatings, industrial anti-skid coatings, sound deadening coatings, specialty adhesives, as well as concentrate formulations to service the aerosol packaging industry.","Chemical Manufacturing","51-200 employees","Privately Held","Chicago, Illinois","United States","daubertchemical.com","https://www.linkedin.com/company/daubert-chemical-company",,,,,
,"Hubbard-Hall Inc.","✅ Hubbard-Hall","Hubbard-Hall","With roots from 1849, Hubbard-Hall’s mission is to help manufacturers tackle complex surface finishing and wastewater treatment problems. Combining 6 generations of family leadership, 3 strategically located facilities and a 99.8% product consistency goal, we are performance driven and customer focused. We develop, service and supply our line of specialty chemicals for ferrous and non-ferrous metals which include pretreatment specialties, cleaners, corrosion inhibitors, metal & paint strippers, conversion coatings, phosphates, mass finishing, wastewater treatment, metal colorants, heat treatment and rubber curing salts.","Chemical Manufacturing","51-200 employees","Privately Held","Waterbury, CT","United States","hubbardhall.com","https://www.linkedin.com/company/hubbard-hall-inc.",,,,,
,"Tilley Distribution","✅ Tilley Distribution","Tilley Distribution","Tilley Distribution is a global specialty ingredient distributor and value-added service provider focused on supporting customers with highly sought specialty products within regulated markets. With resources around the world, Tilley is one of the largest and most well-diversified distributors of ingredients, specialty chemicals and lubricants. When you work with Tilley, you have access to in-house engineering and technical expertise, state-of-the-art logistics and supply chain support, and an expansive product catalog matched by few in the distribution industry.
At Tilley, we work to fill supply chain gaps with turnkey solutions to alleviate stress surrounding logistics, purchasing and operations. Whether you are searching for ingredients, lubricants, blending and packaging services, or custom formulation, Tilley is ready to build your solution.","Chemical Manufacturing","51-200 employees","Privately Held","Baltimore, Maryland","United States","tilleydistribution.com","https://www.linkedin.com/company/tilleydistribution",,,,,
,"ZESTRON Americas","✅ ZESTRON Americas","ZESTRON Americas","Headquartered in Manassas, Virginia and operating in over 35 countries, ZESTRON is the leading global provider of precision cleaning products and services.  With the largest team of chemical engineers in the industry, ZESTRON leverages comprehensive capabilities to ensure customers surpass even the most stringent cleaning and vapor recovery requirements.","Chemical Manufacturing","201-500 employees","Privately Held","Manassas, VA","United States","zestron.com","https://www.linkedin.com/company/zestron-usa",,,,,
,"Synsus Private Label Partners","✅ Synsus Private Label Partners","Synsus Private Label Partners","Synsus Private Label Partners is a leading U.S. chemical manufacturer providing R&D innovation, specialty chemical manufacturing, and private-label custom packaging for agricultural and turf & ornamental. Based in Houston, Synsus operates out of three manufacturing locations. The company specializes in fertilizers, nitrogen stabilizers, foliar micronutrients, adjuvants and surfactants, and other agricultural products.

Established in 1976, Synsus continues to maintain or exceed standards that are demanded by the best companies in the world. The company believes in profitable, sustainable, and enjoyable long-term relationships with all its key stakeholders--including employees, customers, and suppliers.","Chemical Manufacturing","51-200 employees","Public Company","Houston, Texas","United States","synsus.com","https://www.linkedin.com/company/synsus",,,,,
,"Summit Refrigerants","✅ Summit Refrigerants","Summit Refrigerants","As one of the fastest growing EPA Certified Refrigerant Reclaimers in the Country, Summit Refrigerants strives to provide our customers with unparalleled service, expertise and product availability. Our team has over 100 years of combined experience in the refrigerant reclamation, service and HVAC wholesale industries we serve. Our rapid growth reflects our dedication and commitment to acting as a resource to our customers in the rapidly changing world of refrigerants. 

We are part of the HVAC service industry, which by some estimates, exceeds $100 billion in annual sales. 

We provide: 
-the means for HVAC service contractors to comply with applicable EPA regulations for the handling of used refrigerants,
-technical expertise for recovering and reclaiming refrigerants, and
-a market source of reclaimed and virgin refrigerants.

We serve many segments of the industry. For the residential market, our customers are wholesale distributors of HVAC equipment, parts and supplies. On the commercial/industrial side, we work directly with mechanical contractors and OEM’s (Original Equipment Manufacturers) on large systems that require significant amounts of refrigerant. 

We offer a full line of refrigerants, provide recovery cylinder maintenance for contractors and wholesale distributors, and rent/sell large recovery cylinders. 

We are proud to provide our services and products to the most highly respected companies in our industry.","Chemical Manufacturing","11-50 employees","Privately Held","Humble, Texas","United States","summitrefrigerants.com","https://www.linkedin.com/company/summit-refrigerants",,,,,
,"AIChE Catalysis & Reaction Engineering Division","✅ AIChE Catalysis & Reaction Engineering Division","AIChE Catalysis & Reaction Engineering Division","Chartered in 1996 for AIChE members with interests in catalysis, industrial and engineering chemistry, fuel chemistry and petroleum processes, the division develops the technical program for AIChE's national meetings. With >600 active members, it serves as an information exchange for knowledge of technical publications, computer programs, databases, catalysis and reaction engineering research centers, networks and programs. CRE also encourages chemical engineering educators to highlight and develop appropriate curricular material, as well as foster research and development in this area.","Chemical Manufacturing","501-1,000 employees","Non Profit","New York","United States","aiche.org","https://www.linkedin.com/company/aiche-catalysis-reaction-engineering-division",,,,,
,"Guide Energy Solutions","✅ Guide Energy Solutions","Guide Energy Solutions","Guide Energy Solutions is a service-centric solutions provider, focused on developing chemistry and services that meet the demands of the evolving market. 

Guide Energy Solutions develops, manufactures, and implements optimized fluid systems.  

Our business exists to serve our clients’ needs and exceed their expectations, with an uncompromising commitment to safety, accountability and integrity.  We believe some of the highest quality businesses never lose sight of the fact that they exist to serve others. Our team will remain steadfast in this self-awareness that quality service to others is our cornerstone.","Chemical Manufacturing","11-50 employees","Privately Held","Prague, Oklahoma","United States","guideenergysolutions.com","https://www.linkedin.com/company/guide-energy-solutions-llc",,,,,
,"QualiChem Metalworking","✅ QualiChem Metalworking","QualiChem Metalworking","QualiChem, Inc. manufactures some of the most advanced metalworking fluids available in the world. As a global supplier, our fluids meet all of the relevant health & safety regulations, including GHS and REACH. Our product line includes water-dilutable coolants, straight oils, metal forming fluids, cleaners, and rust & corrosion inhibitors. QualiChem is a quality-focused ISO 9001:2015 company and a zero-discharge facility.

In early 2023, QualiChem Europe GmbH was established and many of our best-selling fluids are now manufactured in Germany.","Chemical Manufacturing","51-200 employees","Privately Held","Salem, VA","United States","qualichem.com","https://www.linkedin.com/company/qualichem-metalworking",,,,,
,"TSG Consulting","✅ TSG Consulting","TSG Consulting","For over 30 years, TSG has provided companies around the world with regulatory guidance and scientific expertise. Our experts are highly knowledgeable in the core sciences and the public policy decisions that are used to structure and implement environmental and chemical regulations. By combining this knowledge with our industry experience, we provide companies with comprehensive services from the early stages of product development to marketplace entry and ongoing compliance. TSG Consulting is a Science Group (AIM:SAG) company.","Chemical Manufacturing","51-200 employees","Public Company","Washington, DC","United States","tsgconsulting.com","https://www.linkedin.com/company/tsgexperts",,,,,
,"Kroff, Inc.","✅ Kroff","Kroff","One name.  Seven distinct companies. Thousands of innovative solutions.

Kroff, Inc. is one of the fastest-growing, full-service water treatment companies in the United States.   With patented chemistry, experienced consultants and a commitment to innovation, Kroff, Inc. engineers solutions for clients that ensure environmental compliance and save money. 

Kroff, Inc. was established in 1988, and is headquartered in Pittsburgh, PA.  

Kroff is comprised of seven different companies: 

Kroff Chemical Company, Inc. (KCC) provides custom-blended chemicals and processes for water and wastewater treatment.

Kroff Facilities Services, Inc. (KFS) enables companies and organizations to outsource their water treatment services. 

Kroff Process Technologies, Inc. (KPT) provides process cleaners and lubricants to support the metals production and fabrication industries.

Kroff Well Services, Inc. (KWS) offers remediation of flowback waters and production brines for frac water reuse. 

Kroff Materials Reprocessing, Inc. (KMR) provides an array of environmental waste management services to help businesses reduce, recycle and reuse waste materials in accordance with applicable regulations.

Kroff Lab Services, Inc. (KLS) offers industry-leading speed and precision in water analysis.  

Kroff International, LLC partners with companies in primary metals, manufacturing, healthcare, energy and more to provide an array of services.","Chemical Manufacturing","51-200 employees","Privately Held","Pittsburgh, PA","United States","kroff.com","https://www.linkedin.com/company/kroff-inc-"
