"Find companies","legal_name","Normalize Company Name","company_name","Description","Primary Industry","Size","Type","hq_location","Country","domain","LinkedIn URL","Exports Status","Perplexity AI","Update People Search (Find people Table) - 2025-07-23T00:23:14.108Z","Update People Search (Find people Table) - 2025-07-23T05:01:32.416Z","Update People Search (Find people Table) - 2025-07-25T07:31:30.042Z"
,"Ditch The Drum","✅ Ditch The Drum","Ditch The Drum","Our system offers custom-formulated, environmentally friendly industrial cleaning and process chemicals, delivered to refillable containers.

Each year our unique system of REFILL...NOT LANDFILL prevents hundreds of thousands of empty drums and totes from going to our already overfilled landfills. Creating environmentally friendly products and delivering them to refillable containers makes life safer and healthier for everyone.

Whether you're scrubbing floors, cleaning vehicles, eliminating landfill odors, washing parts, or foam cleaning a poultry plant, our system is your solution.","Chemical Manufacturing","51-200 employees","Privately Held","South Windsor, CT","United States","ditchthedrum.com","https://www.linkedin.com/company/ditchthedrum",,,,,
,"Tri State Pest Management Inc","✅ Tri State Pest Management","Tri State Pest Management",,"Chemical Manufacturing","11-50 employees",,"Newark, DE","United States","tristatepestmgt.com","https://www.linkedin.com/company/tri-state-pest-management-inc",,,,,
,"Paro Services Corp.","✅ Paro Services Corp.","Paro Services Corp.",,"Chemical Manufacturing","11-50 employees",,"Macedonia, OH","United States",,"https://www.linkedin.com/company/paro-services-corp-",,,,,
,"ISK Magnetics Inc","✅ ISK Magnetics","ISK Magnetics",,"Chemical Manufacturing","11-50 employees",,"Houston, Texas","United States",,"https://www.linkedin.com/company/isk-magnetics-inc",,,,,
,"Magnesorb","✅ Magnesorb","Magnesorb","MAGNESORB adsorbents are specifically designed to quickly and economically remove naturally occurring and reaction by-product contaminants in a broad range of oleochemicals including specialty esters, surfactants, and lubricants.","Chemical Manufacturing","201-500 employees","Privately Held","Whitehouse, NJ","United States","dallasgrp.com","https://www.linkedin.com/company/magnesorb",,,,,
,"ASA ACQUISITIONS, INC. D/B/A ADIRONDACK SPECIALTY ADHESIVES","✅ ASA ACQUISITIONS","ASA ACQUISITIONS","ASA ACQUISITIONS, INC. D/B/A ADIRONDACK SPECIALTY ADHESIVES is a chemicals company based out of 4258 ALBANY ST, Albany, New York, United States.","Chemical Manufacturing","11-50 employees",,"Albany, New York","United States",,"https://www.linkedin.com/company/asa-acquisitions-inc.-d-b-a-adirondack-specialty-adhesives",,,,,
,"Western Farm Service","✅ Western Farm Service","Western Farm Service",,"Chemical Manufacturing","51-200 employees",,"Stockton, California","United States",,"https://www.linkedin.com/company/western-farm-service",,,,,
,"上海双源大蒜油有限公司","✅ 上海双源大蒜油有限公司","上海双源大蒜油有限公司","全球最大的大蒜油生产商,拥有50万亩富硒蒜田和中美双重FDA认证,始创于1987年,公司网址:www.大蒜油.com.
美国双源大蒜油集团，全球大蒜油专家，您最好的蒜品选择，提供完全的大蒜产品解决方案 ！
公司网址：www.garlicoil.com, www.大蒜油.com
邮箱：mail@garlicoil.com
24小时垂询热线：（0086）13166330033

Sunshine Garlic, Global Garlic Specialist, Your Best Garlic Choice, Provide Total Garlic Solution !
Website ：www.garlicoil.com,
Email: mail@garlicoil.com
7/24 hotline: (0086) 131 6633 0033","Chemical Manufacturing","501-1,000 employees","Public Company","纽约, 纽约","United States","garlicoil.com","https://www.linkedin.com/company/上海双源大蒜油有限公司",,,,,
,"RICMAR INDUSTRIES INC.","✅ RICMAR INDUSTRIES","RICMAR INDUSTRIES",,"Chemical Manufacturing","11-50 employees",,"ELMHURST, Illinois","United States","ricmarindustries.com","https://www.linkedin.com/company/ricmar-industries-inc.",,,,,
,"Todd Wehr Memorial Library","✅ Todd Wehr Memorial Library","Todd Wehr Memorial Library",,"Chemical Manufacturing","11-50 employees",,"Waukesha, Wisconsin","United States",,"https://www.linkedin.com/company/todd-wehr-memorial-library",,,,,
,"Agrilectric Research Co","✅ Agrilectric Research","Agrilectric Research",,"Chemical Manufacturing","11-50 employees",,"Humble, Texas","United States","agrilectric.com","https://www.linkedin.com/company/agrilectric-research-co",,,,,
,"Ethyl Petroleum Additives Co","✅ Ethyl Petroleum Additives","Ethyl Petroleum Additives",,"Chemical Manufacturing","11-50 employees",,"Bingham Farms, Michigan","United States",,"https://www.linkedin.com/company/ethyl-petroleum-additives-co",,,,,
,"Soap Goddess Handmade Soap Company","✅ Soap Goddess Handmade Soap","Soap Goddess Handmade Soap",,"Chemical Manufacturing","11-50 employees",,"Waxahachie, Texas","United States","soapgoddess.com","https://www.linkedin.com/company/soap-goddess-handmade-soap-company",,,,,
,"Joseph E. Seagram & Sons, Inc.","✅ Joseph E. Seagram & Sons","Joseph E. Seagram & Sons",,"Chemical Manufacturing","201-500 employees",,"New York, New York","United States",,"https://www.linkedin.com/company/joseph-e-seagram-&-sons-inc-",,,,,
,"Harrison Paint","✅ Harrison Paint","Harrison Paint",,"Chemical Manufacturing","11-50 employees",,"Lafayette, Louisiana","United States",,"https://www.linkedin.com/company/harrison-paint",,,,,
,"Hi-Mar Specialty Chemicals, L.L.C.","✅ Hi-Mar Specialty Chemicals","Hi-Mar Specialty Chemicals",,"Chemical Manufacturing","11-50 employees",,"Milwaukee, Wisconsin","United States","himarspecialties.com","https://www.linkedin.com/company/hi-mar-specialty-chemicals-l.l.c.",,,,,
,"Mona Industries Inc","✅ Mona Industries","Mona Industries",,"Chemical Manufacturing","11-50 employees",,"Brooklyn, New York","United States","monaindustries.com","https://www.linkedin.com/company/mona-industries-inc",,,,,
,"Master Chemical Corporation d/b/a Master Fluid Solutions","✅ Master Chemical","Master Chemical",,"Chemical Manufacturing","201-500 employees",,"Perrysburg, OH","United States","masterfluidsolutions.com","https://www.linkedin.com/company/master-chemical-corporation-d-b-a-master-fluid-solutions",,,,,
,"Lotepro Corp","✅ Lotepro","Lotepro",,"Chemical Manufacturing","11-50 employees",,"Mt Kisco, New York","United States",,"https://www.linkedin.com/company/lotepro-corp",,,,,
,"Gamlen Chemical Co","✅ Gamlen Chemical","Gamlen Chemical",,"Chemical Manufacturing","11-50 employees",,"Philadelphia, Pennsylvania","United States",,"https://www.linkedin.com/company/gamlen-chemical-co",,,,,
,"SIOVATION","✅ SIOVATION","SIOVATION",,"Chemical Manufacturing","11-50 employees",,"LAWRENCEVILLE, Georgia","United States",,"https://www.linkedin.com/company/siovation",,,,,
,"Contractorchemicals.com","✅ Contractorchemicals","Contractorchemicals","Eco friendly green chemicals for removal of dried concrete and concrete slurry from construction tools and equipment.  Acid replacement.  Slurry Destroyer, Asphalt Destroyer and Form Release Agents.","Chemical Manufacturing","11-50 employees","Privately Held",,"United States","contractorchemicals.com","https://www.linkedin.com/company/contractorchemicals.com",,,,,
,"The Norros Corporation","✅ The Norros","The Norros","The Norros Corporation distributes specialty chemicals and provides premium water treatment servicing to closed loop systems, boilers, and cooling towers to the Midwest region of Illinois. We customize hundreds of chemical blend specific to your business needs. We provide real and reliable customer service and pride ourselves with the satisfaction of our customers.","Chemical Manufacturing","11-50 employees","Public Company","Wheaton, Illinois","United States","norroscorp.com","https://www.linkedin.com/company/norros-corp",,,,,
,"GAGE BROS. CONCRETE PRODUCTS, INC.","✅ GAGE BROS. CONCRETE PRODUCTS","GAGE BROS. CONCRETE PRODUCTS",,"Chemical Manufacturing","201-500 employees",,"Sioux Falls, South Dakota","United States",,"https://www.linkedin.com/company/gage-bros.-concrete-products-inc.",,,,,
,"W.D. FORBES COMPANY","✅ W.D. FORBES","W.D. FORBES",,"Chemical Manufacturing","11-50 employees",,"MINNEAPOLIS, Minnesota","United States","wdforbes.com","https://www.linkedin.com/company/w.d.-forbes-company",,,,,
,"Emulsions Control Inc","✅ Emulsions Control","Emulsions Control",,"Chemical Manufacturing","11-50 employees",,"Chula Vista, California","United States","emulsionsonline.com","https://www.linkedin.com/company/emulsions-control-inc",,,,,
,"Aqualon Company","✅ Aqualon","Aqualon",,"Chemical Manufacturing","11-50 employees",,"Hopewell, Virginia","United States",,"https://www.linkedin.com/company/aqualon-company",,,,,
,"SMITH & JONES JANITORIAL SUPPLIES & EQUIPMENT","✅ SMITH & JONES JANITORIAL SUPPLIES & EQUIPMENT","SMITH & JONES JANITORIAL SUPPLIES & EQUIPMENT",,"Chemical Manufacturing","11-50 employees",,"WEST COLUMBIA, South Carolina","United States",,"https://www.linkedin.com/company/smith-&-jones-janitorial-supplies-&-equipment",,,,,
,"Murrysville Swim Club","✅ Murrysville Swim Club","Murrysville Swim Club",,"Chemical Manufacturing","11-50 employees",,"Murrysville, PA","United States","murrysvilleswimclub.com","https://www.linkedin.com/company/murrysville-swim-club",,,,,
,"Process Unlimited","✅ Process Unlimited","Process Unlimited",,"Chemical Manufacturing","11-50 employees",,"Clearfield, Utah","United States",,"https://www.linkedin.com/company/process-unlimited",,,,,
,"Mundy Maintenance","✅ Mundy Maintenance","Mundy Maintenance",,"Chemical Manufacturing","11-50 employees",,"Wilmington, North Carolina","United States",,"https://www.linkedin.com/company/mundy-maintenance",,,,,
,"Jmc Corporation","✅ Jmc","Jmc",,"Chemical Manufacturing","11-50 employees",,"Boynton Beach, Florida","United States","jmcjabalpur.org","https://www.linkedin.com/company/jmc-corporation",,,,,
,"Pcc Petrochemical CO","✅ Pcc Petrochemical","Pcc Petrochemical","𝑰𝒏 2010 𝒕𝒉𝒆 𝒄𝒐𝒏𝒔𝒕𝒓𝒖𝒄𝒕𝒊𝒐𝒏 𝒐𝒇 𝑷𝒂𝒓𝒔 𝑪𝒉𝒆𝒎𝒊𝒂 𝑪𝒉𝒍𝒐𝒓 𝑪𝒐𝒎𝒑𝒍𝒆𝒙 𝒘𝒂𝒔 𝒔𝒕𝒂𝒓𝒕𝒆𝒅 𝒕𝒐 𝒄𝒐𝒏𝒔𝒕𝒓𝒖𝒄𝒕 𝒕𝒉𝒆 𝒑𝒓𝒐𝒅𝒖𝒄𝒕𝒊𝒐𝒏 𝒑𝒍𝒂𝒏𝒕 𝒇𝒐𝒓 𝒑𝒓𝒐𝒅𝒖𝒄𝒕𝒊𝒐𝒏 𝒐𝒇 𝑪𝒉𝒍𝒐𝒓𝒊𝒏𝒆, 𝑪𝒂𝒖𝒔𝒕𝒊𝒄 𝑺𝒐𝒅𝒂, 𝑪𝒂𝒖𝒔𝒕𝒊𝒄 𝑺𝒐𝒅𝒂 𝑭𝒍𝒂𝒌𝒆, 𝑯𝒚𝒅𝒓𝒐𝒄𝒉𝒍𝒐𝒓𝒊𝒄 𝑨𝒄𝒊𝒅, 𝑺𝒐𝒅𝒊𝒖𝒎 𝑯𝒚𝒑𝒐𝒄𝒉𝒍𝒐𝒓𝒊𝒕𝒆, 𝑪𝒂𝒍𝒄𝒊𝒖𝒎 𝑯𝒚𝒑𝒐𝒄𝒉𝒍𝒐𝒓𝒊𝒕𝒆 𝒂𝒏𝒅 𝑯𝒚𝒅𝒓𝒐𝒈𝒆𝒏 𝒊𝒏 𝒐𝒓𝒅𝒆𝒓 𝒕𝒐 𝒈𝒆𝒕 𝒕𝒉𝒆 𝒉𝒊𝒈𝒉𝒆𝒔𝒕 𝒑𝒓𝒐𝒅𝒖𝒄𝒕𝒊𝒐𝒏 𝒓𝒂𝒕𝒆 𝒘𝒊𝒕𝒉 𝒕𝒉𝒆 𝒍𝒐𝒘𝒆𝒔𝒕 𝒅𝒂𝒎𝒂𝒈𝒆 𝒕𝒐 𝒕𝒉𝒆 𝒆𝒏𝒗𝒊𝒓𝒐𝒏𝒎𝒆𝒏𝒕 𝒂𝒏𝒅 𝒕𝒉𝒆 𝒃𝒆𝒔𝒕 𝒑𝒓𝒐𝒅𝒖𝒄𝒕 𝒒𝒖𝒂𝒍𝒊𝒕𝒚.","Chemical Manufacturing","201-500 employees","Privately Held","Shushtar, Khuzestan","United States","parschemia.com","https://www.linkedin.com/company/pars-chemia",,,,,
,"Brighton Laboratories, Inc.","✅ Brighton Laboratories","Brighton Laboratories","Brighton Laboratories provides a complete line of synthetic and petroleum oil based products for the metalworking industry.  Our products are designed for the toughest metalworking conditions, and to exceed your quality standards.

The benefits of partnering with Brighton Laboratories include enhanced performing products, 24/7 customer service and cost savings opportunities from reduced tool life, minimal product usage and recycling programs.

Products manufactured for the Metalworking Industry:

- Machining Coolants and Metal Removal Fluids
- Drawing / Stamping Lubricants
- Hydroforming Fluids
- Metal Cleaners
- Lapping Compounds
- Rust Preventatives
- Industrial Lubricants

Brighton Laboratories supplies and services partners in the following industries:

- Automotive
- Construction
- Trucking
- Agriculture
- Aviation
- Appliance
- Defense
- Steel
- Aerospace

Brighton Laboratories provides free fluid surveys to help customer partners improve their manufacturing processes and lower fluid consumption.  Please contact 866-928-1201 to speak with one of our Product Engineers to discuss this opportunity.  

Brighton Laboratories provides Chemical and Total Systems Management Programs for our partners.  This program includes:

- Increased access to advanced lubricant technology
- Inspection, testing, and sampling of incoming products
- Automated reordering and payment process
- C of A management and EHS reporting
- Inventory management / procurement
- Complete SDS management
- Chemical usage reporting
- Partner specific customized programs available

""Cost effective fluid solutions for the metalworking industry!""

Contact Brighton Laboratories:
11871 Grand River, Rd.
Brighton, MI 48116-8505

866-928-1201
810-225-9520

support@brightonlabs.com
www.brightonlabs.com","Chemical Manufacturing","11-50 employees","Privately Held","Brighton, Michigan","United States","brightonlabs.com","https://www.linkedin.com/company/brighton-laboratories-inc",,,,,
,"National Drying Machinery Co","✅ National Drying Machinery","National Drying Machinery","Bühler is the global leader in thermal processing technology, with the acquisition of Aeroglide Corporation in 2008. Aeroglide dryers, roasters, toasters, ovens and coolers are recognized worldwide for superior airflow design, sanit.","Chemical Manufacturing","11-50 employees",,"Philadelphia, Pennsylvania","United States","nationaldrying.com","https://www.linkedin.com/company/national-drying-machinery-co",,,,,
,"Fasse Paint Co","✅ Fasse Paint","Fasse Paint",,"Chemical Manufacturing","11-50 employees",,"Sheboygan Falls, Wisconsin","United States","fill-n-spray.com","https://www.linkedin.com/company/fasse-paint-co",,,,,
,"PAINT OVER RUST PRODUCTS, INC","✅ PAINT OVER RUST PRODUCTS","PAINT OVER RUST PRODUCTS",,"Chemical Manufacturing","11-50 employees",,"New Rochelle, New York","United States",,"https://www.linkedin.com/company/paint-over-rust-products-inc",,,,,
,"AMERICAN CERAMIC TECHNOLOGY","✅ AMERICAN CERAMIC TECHNOLOGY","AMERICAN CERAMIC TECHNOLOGY","American Ceramic Technology, manufacturer of Silflex Shielding, the flexible silicone, nonhazardous, non-lead radiation shielding for the nuclear industry. Neutron and gamma shielding options including magnetic, stainless steel, tungsten and bismuth shielding are available.","Chemical Manufacturing","11-50 employees",,"Poway, California","United States","silflexshielding.com","https://www.linkedin.com/company/american-ceramic-technology",,,,,
,"Dyno Industries","✅ Dyno Industries","Dyno Industries","Dyno Nobel is a global leader in commercial explosives. Learn about our products, practical innovations and career opportunities.","Chemical Manufacturing","11-50 employees",,"Jefferson City, Missouri","United States",,"https://www.linkedin.com/company/dyno-industries",,,,,
,"Sunatech Inc","✅ Sunatech","Sunatech",,"Chemical Manufacturing","11-50 employees",,"Ringwood, New Jersey","United States","sunatech.com.cn","https://www.linkedin.com/company/sunatech-inc",,,,,
,"Murrieta Appliance Repair","✅ Murrieta Appliance Repair","Murrieta Appliance Repair","Murrieta Appliance Repair is a growing local repair company and wants to continue providing the best service to the homeowners & businesses. It does not matter which brand the appliance is as you may require repair or service of the appliance. If your fridge is not cooling or there is a problem with your home AC Unit then call Murrieta Appliance Repair Company.","Chemical Manufacturing","11-50 employees","Non Profit","Murrieta, CA","United States","murrietaappliancerepair.net","https://www.linkedin.com/company/murrietaappliancerepair",,,,,
,"PIONEER CHEMICAL, INC.","✅ PIONEER CHEMICAL","PIONEER CHEMICAL",,"Chemical Manufacturing","11-50 employees",,"GREENVILLE, South Carolina","United States","pioneerchemicals.com","https://www.linkedin.com/company/pioneer-chemical-inc.",,,,,
,"Dendritech, Inc.","✅ Dendritech","Dendritech",,"Chemical Manufacturing","11-50 employees",,"Midland, Michigan","United States","dendritech.com","https://www.linkedin.com/company/dendritech-inc.",,,,,
,"Novastar Inc","✅ Novastar","Novastar",,"Chemical Manufacturing","11-50 employees",,"Warminster, PA","United States","ddmnovastar.com","https://www.linkedin.com/company/novastar-inc",,,,,
,"G2N Labs LLC","✅ G2N Labs","G2N Labs","The G2N Labs team consists of driven and accomplished scientists, business experts and industry specialists. Our team is driven to research, develop, and deliver products to the market that are easy to use and safe for people and the environment.

Our facilities are FDA and EPA Registered using cGMP Manufacturing Processes.

G2N’s research, development, and manufacturing team includes PhD scientists and industry experts with world-class surface-active chemistry knowledge, and vast experience studying absorption and surface interactions, including a comprehensive understanding of how disinfectants behave on various surfaces and substrates.

Our lineup of protectants has been specially created for use on skin, fabric, and other inanimate surfaces, including food contact surfaces. The products are easy to use and leave no residue. Depending on the individual product and application method, our products can remain active and in place on surfaces for hours, days or even weeks.

Our agricultural endeavors are founded on a belief in regenerative agriculture practices, and we strive to foster a more profitable balance between nature and agriculture. Drawing from years of research, we are creating products that mimic and enhance nature while keeping soils and water systems healthy.

By holding ourselves to an uncompromising commitment to safety, accountability and integrity, our business exists to serve the needs of our clients and communities.","Chemical Manufacturing","11-50 employees","Privately Held","PRAGUE, OKLAHOMA","United States","g2nlabs.com","https://www.linkedin.com/company/g2n-labs-llc",,,,,
,"Simply Clean Air & Water","✅ Simply Clean Air & Water","Simply Clean Air & Water",,"Chemical Manufacturing","11-50 employees",,"Newark, Delaware","United States",,"https://www.linkedin.com/company/simply-clean-air-&-water",,,,,
,"Perry Chemical & Mfg Co","✅ Perry Chemical & Mfg","Perry Chemical & Mfg","Contract manufacturer of sanding back-up pads, offering manufacturing and chemical engineering expertise to develop your new pad design.","Chemical Manufacturing","11-50 employees",,"Lafayette, Indiana","United States","perrychemical.com","https://www.linkedin.com/company/perry-chemical-&-mfg-co",,,,,
,"Wild Mountain Soap Company","✅ Wild Mountain Soap","Wild Mountain Soap","Cold process soaps made in West Virginia.","Chemical Manufacturing","11-50 employees",,"Fayetteville, West Virginia","United States","wildmountainsoaps.com","https://www.linkedin.com/company/wild-mountain-soap-company",,,,,
,"Evonik Cyro LLC","✅ Evonik Cyro","Evonik Cyro","ACRYLITE is a Premium Acrylic Products Brand. Learn More Now & Shop online ✓ No Minimum Order Volume ✓ Cut-To-Size For Your Projects ✓ Technical Support.","Chemical Manufacturing","51-200 employees",,"Parsippany, New Jersey","United States","acrylite.net","https://www.linkedin.com/company/evonik-cyro-llc",,,,,
,"LIMEX USA","✅ LIMEX USA","LIMEX USA","LIMEX can be used for many types of plastic and paper alternatives. It is a composite material made up of over 50% limestone (one of the world's most sustainable and abundant materials) and inorganic materials. This Japanese technology has been patented in 40+ countries.

LIMEX is a material produced from calcium carbonate (CaCO3), which is derived from limestone, and a small amount of polymeric resin is added as a binder.

LIMEX Label provides many ecological and economic benefits, such as:

*Water-resistant and tear-proof
*Can be processed with existing equipment and general blades - no special tools needed
*Paper alternatives with LIMEX can significantly reduce the amount of wood pulp and water used
*More durable than paper, making it suitable for heavily used products
*Superior water resistance compared to paper and does not require lamination
*High-quality smooth texture holds ink with razor-sharp precision
*Almost no water is used in the manufacturing process; no forest resources are used

https://limex-label.kgusa.com/
https://limex-pellet.kgusa.com/","Chemical Raw Materials Manufacturing","51-200 employees","Public Company","Somerset, NJ","United States","kgusa.com","https://www.linkedin.com/company/limex-usa",,,,,
,"Race Pro Products Company Inc.","✅ Race Pro Products Company","Race Pro Products Company","Oils, Lubricants, Antifreeze, Coolants, and Additives.","Chemical Manufacturing","11-50 employees",,"Colton, California","United States","raceproproducts.com","https://www.linkedin.com/company/race-pro-products-company-inc.",,,,,
,"Adco Cleaning Products LLC","✅ Adco Cleaning Products","Adco Cleaning Products","Adco is the maker and provider of dry cleaning products, solutions and chemicals.","Chemical Manufacturing","11-50 employees",,"Sedalia, Missouri","United States","adco-inc.com","https://www.linkedin.com/company/adco-cleaning-products-llc",,,,,
,"Sanitech Supply Inc","✅ Sanitech Supply","Sanitech Supply",,"Chemical Manufacturing","11-50 employees",,"Montgomery, AL","United States","sanitechclean.com","https://www.linkedin.com/company/sanitech-supply-inc",,,,,
,"Ventwin","✅ Ventwin","Ventwin","We produce high quality Thermoplastic Polyurethane. Our fims have high vapor permeability and water proof feature. They are mainly laminated for fibers of clothing. We can produce them in 0.015mm to 0.2mm thickness.","Chemical Manufacturing","11-50 employees","Government Agency","Yang-Ju, Gyung-Ki","United States","ventwin.com","https://www.linkedin.com/company/ventwin",,,,,
,"Solvox Manufacturing Co Inc","✅ Solvox Manufacturing Co","Solvox Manufacturing Co",,"Chemical Manufacturing","11-50 employees",,"Milwaukee, WI","United States",,"https://www.linkedin.com/company/solvox-manufacturing-co-inc",,,,,
,"Clean Machine Power Wash","✅ Clean Machine Power Wash","Clean Machine Power Wash","Clean Machine Power Wash is a power washing company based out of 224 Cold Spring Ave, West Springfield, Massachusetts, United States.

We clean houses and truck fleets","Chemical Manufacturing","51-200 employees","Self Owned","West Springfield, Massachusetts","United States","cleanmachinepowerwash.com","https://www.linkedin.com/company/clean-machine-power-wash",,,,,
,"Chemisolv Inc","✅ Chemisolv","Chemisolv",,"Chemical Manufacturing","11-50 employees",,"Waukesha, Wisconsin","United States",,"https://www.linkedin.com/company/chemisolv-inc",,,,,
,"Neste Resins Corp","✅ Neste Resins","Neste Resins",,"Chemical Manufacturing","11-50 employees",,"Andalusia, Alabama","United States",,"https://www.linkedin.com/company/neste-resins-corp",,,,,
,"FREEZETONE PRODUCTS, INC","✅ FREEZETONE PRODUCTS","FREEZETONE PRODUCTS",,"Chemical Manufacturing","11-50 employees",,"Miami, Florida","United States",,"https://www.linkedin.com/company/freezetone-products-inc",,,,,
,"Discount Powder Paint","✅ Discount Powder Paint","Discount Powder Paint","Discount Powder Paint offers a wide selection of quality powder coating products. We serve to provide you with high-quality powder coating paint. Working hand-in-hand with ElectroStatic Corp, our Minnesota based powder and liquid coating company, to supply excess and unused paint directly to consumers.","Chemical Manufacturing","11-50 employees","Privately Held","Plymouth, MN","United States","discountpowderpaint.com","https://www.linkedin.com/company/discount-powder-paint",,,,,
,"Anjum Corporation","✅ Anjum","Anjum",,"Chemical Manufacturing","11-50 employees",,"Corvallis, Oregon","United States",,"https://www.linkedin.com/company/anjum-corporation",,,,,
,"Bay Chemical Co","✅ Bay Chemical","Bay Chemical",,"Chemical Manufacturing","11-50 employees",,"Tampa, Florida","United States","baychemical.com","https://www.linkedin.com/company/bay-chemical-co",,,,,
,"Vogel Seed & Fertilizer, Inc.","✅ Vogel Seed & Fertilizer","Vogel Seed & Fertilizer",,"Chemical Manufacturing","51-200 employees",,"Jackson, Wisconsin","United States","springvalleyusa.com","https://www.linkedin.com/company/vogel-seed-&-fertilizer-inc.",,,,,
,"Superior Printing Inc","✅ Superior Printing","Superior Printing",,"Chemical Manufacturing","51-200 employees",,"Champlin, Minnesota","United States","superiorprintinginc.com","https://www.linkedin.com/company/superior-printing-inc",,,,,
,"Advance Maintenance","✅ Advance Maintenance","Advance Maintenance",,"Chemical Manufacturing","11-50 employees",,"Florence, SC","United States","advancedmaintenance.com","https://www.linkedin.com/company/advance-maintenance",,,,,
,"Edwards Chemicals Inc","✅ Edwards Chemicals","Edwards Chemicals",,"Chemical Manufacturing","11-50 employees",,"St Joseph, Missouri","United States","edwardschemicals.com","https://www.linkedin.com/company/edwards-chemicals-inc",,,,,
,"Soap Making Classes & More","✅ Soap Making Classes & More","Soap Making Classes & More","Soap Making Classes & More in Pacific Grove, CA (near Monterey, Santa Cruz, San Jose & the San Francisco Bay Area) offers small classes (online as well) & gift certificates for making personal-care & household products naturally: beginner's & advanced cold process bar soap, hot p","Chemical Manufacturing","11-50 employees",,"Pacifica, California","United States","soapmakingclassesandmore.com","https://www.linkedin.com/company/soap-making-classes-&-more",,,,,
,"Action Pharmacy","✅ Action Pharmacy","Action Pharmacy",,"Chemical Manufacturing","11-50 employees",,"Clarkston, Michigan","United States",,"https://www.linkedin.com/company/action-pharmacy",,,,,
,"Professional Pest Control Inc","✅ Professional Pest Control","Professional Pest Control",,"Chemical Manufacturing","11-50 employees",,"Columbus, Georgia","United States","profpestcontrol.com","https://www.linkedin.com/company/professional-pest-control-inc",,,,,
,"Unistar Chemical Inc.","✅ Unistar Chemical","Unistar Chemical","Based out of the Chicago metropolitan area, Unistar Chemical was founded to address the expanding demands of the international chemical industry. Since then, Unistar has been committed to offering high-performing, high-quality, and sustainable chemical products. Our expanding product line is a top producer of basic and intermediate chemicals consisting of industrial cleaners, solvents, foam-blowing agents, surfactants, and specialty goods with numerous applications.
Interested in more information? Contact us at: info@unistarchemical.com","Chemical Manufacturing","11-50 employees","Privately Held","Northbrook, Illinois","United States","unistarchemical.com","https://www.linkedin.com/company/unistar-chemical-inc",,,,,
,"ICI Fluoropolymers","✅ ICI Fluoropolymers","ICI Fluoropolymers",,"Chemical Manufacturing","11-50 employees",,"Downingtown, Pennsylvania","United States",,"https://www.linkedin.com/company/ici-fluoropolymers",,,,,
,"Benz Technology International, Inc","✅ Benz Technology International","Benz Technology International","Benztech is a consulting firm that provides expert experience in fluid mixing and agitation. Why use a consulting firm instead of doing mixer design and evaluating bids yourselves? It is more economical to retain the services of a firm such as ours than to keep a staff of in-house mixing experts, and it is better to use the talents of your in-house staff to do what they do best, such as process engineering and development.","Chemical Raw Materials Manufacturing","11-50 employees","Privately Held","Clarksville, Ohio","United States","benz-tech.com","https://www.linkedin.com/company/benz-technology-international-inc",,,,,
,"Blue Coral Systems","✅ Blue Coral Systems","Blue Coral Systems",,"Chemical Manufacturing","11-50 employees",,"Bedford, Texas","United States",,"https://www.linkedin.com/company/blue-coral-systems",,,,,
,"Great Western Chemical Co.","✅ Great Western Chemical","Great Western Chemical",,"Chemical Manufacturing","11-50 employees",,"Richmond, California","United States",,"https://www.linkedin.com/company/great-western-chemical-co-",,,,,
,"Saddlebrook Equestrian Center","✅ Saddlebrook Equestrian Center","Saddlebrook Equestrian Center",,"Chemical Manufacturing","11-50 employees",,"Schwenksville, PA","United States","saddlebrookstables.com","https://www.linkedin.com/company/saddlebrook-equestrian-center",,,,,
,"Mach I Inc","✅ Mach I","Mach I","We provide innovative products and services to the nano-structure, advanced materials,and aerospace industries.","Chemical Manufacturing","11-50 employees",,"King Of Prussia, Pennsylvania","United States","machichemicals.com","https://www.linkedin.com/company/mach-i-inc",,,,,
,"Virginia Fire Protection","✅ Virginia Fire Protection","Virginia Fire Protection",,"Chemical Manufacturing","11-50 employees",,"Springfield, Virginia","United States","vscfs.com","https://www.linkedin.com/company/virginia-fire-protection",,,,,
,"Disinfect Plus US","✅ Disinfect Plus US","Disinfect Plus US",,"Chemical Manufacturing","11-50 employees","Partnership","Doral, Florida","United States",,"https://www.linkedin.com/company/disinfect-plus-us",,,,,
,"Jlm International Inc","✅ Jlm International","Jlm International",,"Chemical Manufacturing","11-50 employees",,"Edisto Island, South Carolina","United States","lookchem.com","https://www.linkedin.com/company/jlm-international-inc",,,,,
,"We are A&Omega's, Revelation by Amdruméda Parfumerie L.L.C. Est. 2016","✅ We are A&Omega's, Revelation by Amdruméda Parfumerie L.L.C. Est. 2016","We are A&Omega's, Revelation by Amdruméda Parfumerie L.L.C. Est. 2016","Inspired by Revelation 5:8, 8:4. and 18:13 and lovely aromatherapy. AKA the ""ϗ""s *Kais* Corp. Parfumerie LLC. A&Omega's, (Corporation) Parfumerie LLC sales include scented oils Olive Oil based (in 4 ounces) with lovely bundles for our customers. Scents include masculine, candy, floral& more including cocoa and Shea fragrances! Bundles include silk and/or satin, comfy men's socks, incense holders, and more!! Physical locations in Lou. KY hold nice essential oil diffusers and the above products!!! Attached is the older site with current pricing and info. People love our products!","Chemical Manufacturing","51-200 employees","Partnership","Louisville, KY","United States",,"https://www.linkedin.com/company/we-are-alpha-and-omega-s-revelation-by-amdrumeda",,,,,
