"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Orel Textile Inc.",,"Retail Apparel and Fashion","11-50 employees","Self Owned","Los Angeles, California","United States",,"https://www.linkedin.com/company/orel-textile-inc"
,"Copper Rivet","Since 2013, Copper Rivet has offered a fresh take as a lifestyle brand that sets trends in the world of modern men’s fashion.  Copper Rivet distributes to more than 350 retailers domestically as well as to our retailers overseas including Japan, Canada, France, and South Africa.","Apparel and Fashion","11-50 employees","Privately Held","Hackensack, NJ","United States","copper-rivet.com","https://www.linkedin.com/company/copper-rivet"
,"EPICENTER CYCLING LLC","Welcome to Epicenter Cycling! We're your locally owned and operated Trek bike shop and we're here to help YOU get the most out of your cycling experience. We carry bicycles ranging from toddler run bikes to professional racing bikes and everything in between. Epicenter is the place to go when you're looking for mountain, road, urban, comfort, cruiser, dirt/ park, women's and kids' bikes from Trek, Electra, Phat Cycles, Miraco, and Haro. We also carry top of the line cycling gear, men's and women's apparel, accessories, parts and tools. We have a full-service repair center. ALL of our service Crew are knowledgeable and experienced mechanics. Our Mission is to use our knowledge and enthusiasm to support the cycling community and promote healthy lifestyles. We accomplish this by providing: a positive friendly environment, professional mechanics, accommodating sales staff that will support you during every purchase, bicycle advocacy and community involvement. But wait! There's more! When you purchase your bike from Epicenter Cycling, we offer 10% off accessories for one year, our proper bicycle fit guarantee, and FREE tune-ups for the life of your bike!","Retail Apparel and Fashion","11-50 employees",,"Aptos, California","United States","epicentercycling.com","https://www.linkedin.com/company/epicenter-cycling-llc"
,"Scotty Cameron Gallery","Scotty Cameron Official Website: Discover fine milled putters, customize your putter, shop, join Club Cameron, or visit the Scotty Cameron Golf Gallery.","Retail Apparel and Fashion","11-50 employees",,"Encinitas, California","United States","scottycameron.com","https://www.linkedin.com/company/scotty-cameron-gallery"
,"Dick Carriers","Two generations of The Carrier Family bring you the right way to carry what matters most. Simple, straight to the point and respectfully scandalous.
With our exclusive SCANDALUXE fabric, the Respect Your Package waistband and the BALLbustier Technology, we guarantee you're getting the greatest DICK CARRIERS ever made.","Retail Apparel and Fashion","11-50 employees","Privately Held","Show Low, AZ","United States","respectyourpackage.com","https://www.linkedin.com/company/dick-carriers"
,"Venus Boutique",,"Retail Apparel and Fashion","11-50 employees",,"Las Vegas, Nevada","United States",,"https://www.linkedin.com/company/venus-boutique"
,"TSHIRTS.COM",,"Retail Apparel and Fashion","11-50 employees",,"Lake Forest, IL","United States","teefinder.com","https://www.linkedin.com/company/tshirts-com"
,"Fraternity Collection","Founded in Jackson, Mississippi of 2011, FC formed its roots as two fraternity brothers created a custom tee shirt design company to cater specifically to the collegiate Greek community.  Their first customers, a local sorority, placed an order for an upcoming social event and requested long sleeved pocket tees.  Their tee shirt apparel provider did not offer the style option; but, not wanting to disappoint their newfound clients, the two worked quickly to find a solution and fulfill the order. 

Offering a fellow fraternity brother, in need of a place to stay, free rent, they tasked him with cutting and sewing pockets onto the tee shirts for the sorority's order.  During this process, they found that differentiating the brand by offering contrasting pockets on varying shirt colors was an instant hit.

Today, FC operates an apparel manufacturing facility in the small city of Tylertown, Mississippi. Employing some of the most talented seamstresses in the South, the brand currently manufactures the finest quality American Made apparel.","Retail Apparel and Fashion","11-50 employees","Privately Held","Tylertown, Mississippi","United States","fraternitycollection.com","https://www.linkedin.com/company/fraternity-collection"
,"Aegle Design","Aegle Designs is a fashion start-up company based in New York that focuses on designing and manufacturing bags. Our mission is to deliver unique, high-quality, cost-effective, bags across the world.

Mission: Aegle Design is an innovative and disruptive fashion company that empowers consumers, craftsmen, and management:

Consumers by providing cutting-edge styles at cost-effective prices;
Craftsmen by providing pride and social awareness to our manufacturers;
Management by strong familial culture.


Vision: Aegle Design is committed to evolve as a fashion company by:

Constantly updating our product lines to keep ahead of fashion trends;
Using a business model that constantly innovates to remain competitive.


Value: Aegle Design is dedicated to endure as a fashion innovator by:

Focusing on our core commitment to mission and vision;
Striving to provide the best value to our customers;
Using innovative technology to be competitive. 

Your Dashboard
Private to you
10
Who viewed your profile
0
Article views
3
Search appearances
Salary insights
See how your salary compares to others in the community

Experience
Aegle Design
Founder
Company NameAegle Design
Dates EmployedMar 2012 – Present
Employment Duration7 yrs 9 mos
Aegle Designs is a fashion start-up company based in New York that focuses on designing and manufacturing bags. Our mission is to deliver unique, high-quality, cost-effective, bags across the world.

Mission: Aegle Design is an innovative and disruptive fashion company that empowers consumers, craftsmen and management:

Consumers by providing cutting-edge styles at cost-effective prices;
Craftsmen by providing pride and social awareness to our manufacturers;
Management by strong familial culture.


Vision: Aegle Design is committed to evolve as a fashion company by:

Constantly updating out product lines to keep ahead of fashion trends;
Using a business model that constantly innovates to remain competitive.


Value: Aegle Design is dedicated to endure as","Apparel and Fashion","11-50 employees","Privately Held","New York, New York","United States","aegledesign.com","https://www.linkedin.com/company/aegledesign"
,"Danas Inc",,"Apparel and Fashion","11-50 employees",,"Maumee, OH","United States","dana.com","https://www.linkedin.com/company/danas-inc"
,"Semi Popular Clothing LLC","Work currently as the sole Graphic Artist for this small start up. So the next line out should be a great improvement","Retail Apparel and Fashion","11-50 employees","Privately Held",,"United States","wearspc.com","https://www.linkedin.com/company/semi-popular-clothing-llc"
,"Rebel Reaper Clothing Company","Rebel Reaper Clothing Company: Brand Story

From the bustling streets of Phoenix, Arizona, in 2016, emerged a brand that was destined to redefine the essence of apparel. Rebel Reaper Clothing Company, envisioned and brought to life by our audacious Owner and CEO, Matt, stands as a beacon of passion, quality, and storytelling in the world of fashion.

Our journey began with a simple yet profound belief: clothing should not just cover, but communicate; not merely protect, but express. With this ethos at its core, Rebel Reaper was born - a brand that promised to blend high-quality, premium materials with an unyielding passion for storytelling through apparel.

Our inception was humble, yet our dreams were anything but. We set out to create a brand where every stitch spoke of quality, every design echoed originality, and every garment was a testament to enduring style. Rebel Reaper is not just a brand; it's a narrative interwoven with traditional tattoo artistry, modern fashion sensibilities, and a classic twist that transcends time and trends.

As we evolved, our canvas broadened. Today, Rebel Reaper is a globally recognized name, synonymous with premium flannels, button ups, polo shirts, bespoke motorcycle vests, high quality jackets, and so much more that don’t just fit the body but fit the soul. Our men’s and women’s fashion lines are a nod to those who dare to be different, to those who wear their stories with pride.

Our growth is not just in our expanding global reach but in our commitment to creating fashion that’s more than mere clothing. Each piece from Rebel Reaper is a dialogue, a piece of art, a slice of rebellion against the transient and the ephemeral.

Mission Statement

Rebel Reaper Clothing Company is more than a brand; it's a revolution in apparel. Our mission is to empower and inspire. We craft clothing that’s a mirror to the soul, a reflection of the resilient and the bold. 

Shop RebelReaper.com","Retail Apparel and Fashion","11-50 employees","Self Owned","Phoenix, Arizona","United States","rebelreaper.com","https://www.linkedin.com/company/rebelreaperclothing"
,"Worth Collective","Women’s dresses, clothing and accessories.","Retail Apparel and Fashion","11-50 employees","Privately Held","Fort Worth, Texas","United States","shopworthcollective.com","https://www.linkedin.com/company/paige-collective-boutique"
,"Uniforms by Class Act, LLC","Creating the industry's image by manufacturing upscale and custom uniforms for casinos, gentlemen's clubs, nightclubs and restaurants.
	Fast Turnaround
	No Contracts
	Made in the USA
	In-House Design Team
	No Dry Cleaning – our uniforms are machine washable
	No Minimum Order Requirements – not even on custom orders
	“Bring Your Picture to Life” Program – You provide us with a picture and a few details, we make it a reality","Retail Apparel and Fashion","11-50 employees","Privately Held","Pompano Beach, Florida","United States","classactuniforms.com","https://www.linkedin.com/company/class-act-uniforms"
,"Anime Gear Guru","We are a High-Quality Anime Streetwear brand that specializes in high-quality Anime apparel. Our product line of anime-inspired denim jackets,  peacoats, hoodies, shoes, bomber jackets, and, performance joggers offers uniqueness and an experience that very few companies can offer in the anime streetwear clothing space. 

To see what we mean, we invite you to check out our website and social media channels. 

Website: www.animegearguru.com
Instagram: https://www.instagram.com/animegearguru/","Retail Apparel and Fashion","11-50 employees","Privately Held","Las Vegas, Nevada","United States","animegearguru.com","https://www.linkedin.com/company/animegearguru"
,"Sunday's Very Best","We are an online retailer of men's and women's suits and formal apparel for business, recreation, and church.  We strive to provide hands on customer service above all else.  There are many online retailers but we put our hands on every order and our professional and courteous staff are available to talk to you and guide your next purchase.","Retail Apparel and Fashion","11-50 employees","Privately Held","Brick, NJ","United States","sundaysverybest.com","https://www.linkedin.com/company/sunday's-very-best"
,"Amaranth Distribution",,"Retail Apparel and Fashion","11-50 employees","Privately Held","Columbus, ohio","United States",,"https://www.linkedin.com/company/amaranth-distribution"
,"Lucky Zone Design Group","At Lucky Zone Design Group we bring concepts and visions to life by exceling in execution, ensuring that every product is well crafted. We love what we do, and we believe in collaboration and the magic that happens when creative minds meet skilled hands. Our passion lies in transforming ideas into high-quality products, fostering innovation, and driving the success of our clients. We excel in creating products that reflect the lifestyles of our clients & their consumers. Every project we undertake demonstrates our commitment to excellence, our eye for detail, and our dedication to making our product as beautiful, functional, and cost effective as possible.","Apparel Manufacturing","11-50 employees","Privately Held","New York, NY","United States","luckyzonedesign.com","https://www.linkedin.com/company/lucky-zone-design-group"
,"All Star Baseball & Softball",,"Retail Apparel and Fashion","11-50 employees",,"Peachtree City, Georgia","United States","virtualcages.com","https://www.linkedin.com/company/all-star-baseball-&-softball"
,"Morris Manopla","Socks and basic apparel for the entire family","Retail Apparel and Fashion","11-50 employees","Privately Held",,"United States",,"https://www.linkedin.com/company/morris-manopla"
,"Heart & Sole Sports","For the past 20 years Heart & Sole Sports has provided a gate analysis to help you find the right fit for your feet. Our staff is thoroughly trained so that when you walk through the door any friendly face that greets you can offer expert advice! Whether you are in the market for a new set of training shoes to put the miles in or your feet just plain hurt; we can find the casual or performance based model to fit your needs. From the roads, to the trails, to the concrete floors at your work we offer a wide variety of brands to choose from.","Apparel and Fashion","11-50 employees","Privately Held","Albuquerque, New Mexico","United States","heartandsolesports.net","https://www.linkedin.com/company/heart-&-sole-sports"
,"Fit Check Apparel","Fit Check Apparel is an IBC company started at Brigham Young University-Idaho in Rexburg, Idaho in October, 2021.

We Make the Shirts. You wear the Shirts. It’s pretty simple.

We’re a group of college students that all have one thing in common. We live in Rexburg, Idaho. Looking for a way to connect the community we found ourselves all joking about the same experiences we had in the town. Our vision was to create a product that sparks conversation and captures the memories we made out here. Through that dream Fit Check was born.

So that about does it. We’ll be hosting events and selling our shirts on campus all of fall semester so come check us out!","Retail Apparel and Fashion","11-50 employees","Partnership","Rexburg, Idaho","United States",,"https://www.linkedin.com/company/fitcheckapparel"
,"North Bay Apparel Ltd",,"Apparel and Fashion","11-50 employees",,"New York, New York","United States",,"https://www.linkedin.com/company/north-bay-apparel-ltd"
,"Global Knitwear","Global Knitwear is here to offer a one stop solution to your personalized apparel manufacturing needs. Our production is based in India and services the clients globally. Our company is determined to transform your ideas to reality. Global Knitwear has a great exposer in dealing with corporate clients, wholesalers/retailers, distributors and private label. We manage the entire supply chain process under one roof, beginning with designing, fabric selection, samples, packaging, bulk production, quality control and logistics. Our team has determined to source high-quality fabrics to produce the world class quality product in set parameters.","Retail Apparel and Fashion","11-50 employees","Partnership","New York, New York","United States","globalknitwear.com","https://www.linkedin.com/company/globalknitwear"
,"Polos+","Polos+ makes ordering premium small business corporate wear easy and affordable (a business unit of All Volleyball, Inc., est. 1995).","Apparel Manufacturing","11-50 employees","Privately Held","St Louis, Missouri","United States","polosplus.com","https://www.linkedin.com/company/polosplus"
,"Vincent Peach","Coming from a long line of prominent US jewelers and “Pearl” men -- Vincent has honed his ancestral expertise into unique, truly organic one-of-a-kind fine jewelry creations. The Vincent Peach jewelry collection is uniquely handcrafted combining the casual elegance of leather and the extraordinary beauty of diamonds and pearls. A native and still residing in Nashville, Tennessee Vincent designs in his studio attached to the namesake Vincent Peach Boutique in Marathon Village of downtown Nashville. As a jewelry designer and artisan, Vincent finds inspiration from life's leisures and the romance of luxury travel. Uncover original pieces influenced by the felicity of these lifestyles through the unique collections.","Retail Apparel and Fashion","11-50 employees","Privately Held","Nashville, Tennessee","United States","vincentpeach.com","https://www.linkedin.com/company/vincent-peach"
,"AdabKini","AdabKini has been a market leader since 2014. We provide modest swimsuit (we call AdabKini which is composed of Adab meaning ""refinement, good manners, morals, decorum, decency, humaneness"" and Kini, The abbreviated form of ""bikini."" Refers to a whole class of swimwear.

An AdabKini, covers the whole surface except the face, hands and feet. Less conservative types come with tops, sleeveless shirts, or short leggings.

There are many applications including but not limited to religious required clothing (for muslims, jews, christians, etc), sun protective clothing, bathing suit, jogging suit, conservative pool party gear, and you name it.

Our main operations are managed and handled from Houston, Tx, USA with manufacturing facility in Turkey. Our market is worldwide with US, Europe, Middle East and Australia at the top of our list. 

Our mission is to spread politeness and respect in women's clothing along the beaches and swimming pools around the globe.

Our vision is to be the number one supplier of fully/semi covered swimwear for women and girls.","Retail Apparel and Fashion","11-50 employees","Privately Held","Cypress, TX","United States","adabkini.com","https://www.linkedin.com/company/adabkini"
,"Corset For Sale","We sale Design fashionable corsets collection like underbust, overbust waist training corsets, underbust corset, overbust corset, steampunk corsets Plus size corset, Corset in all sizes & figures, wedding corsets in cheap price. Taffeta & brocade corsets Sexy corsets are also available. More info visit:- http://www.corsetforsale.com/","Retail Apparel and Fashion","11-50 employees","Self Employed","Baltimore, MD","United States","corsetforsale.com","https://www.linkedin.com/company/corsetforsale"
,"Kolor Koncepts Inc",,"Retail Apparel and Fashion","11-50 employees",,"Charlotte, North Carolina","United States",,"https://www.linkedin.com/company/kolor-koncepts-inc"
,"AlbertGerald LLC","AlbertGerald is New Jersey's most trusted Master Tailor, Formal Wear and tuxedo Rental store. 

Come in for clothing alterations for men, women, and children.

 Visit us to plan your next custom made suit or dress, where we offer top quality fabrics imported from Italy and other top manufacturers around the globe.

In need of an off the rack suit. Browse our large collection of ready to wear suits and have it altered by our Master Tailor Hilda Diaz.

Wedding? Prom? Formal events? our one stop tuxedo rental and purchase shop will have you ready hassle free.","Apparel and Fashion","11-50 employees","Privately Held","Somerset, New Jersey","United States","albertgerald.com","https://www.linkedin.com/company/albertgerald"
,"N.B TECHSUE","The NFL Man, NFL Apparel Odessa, TX | Largest NFL Apparel Store in West Texas","Retail Apparel and Fashion","11-50 employees",,"Odessa, Texas","United States","thenflman.com","https://www.linkedin.com/company/nb-techsue"
,"Breakout Bras","What makes Breakout Bras different is our commitment to the education of women in truth in sizing and the unparalleled knowledge and support of our highly trained staff. Just give us a call Toll Free at 1-866-870-8911 or send us an email at service@breakoutbras.com and we will happily help you find the perfect fit.","Retail Apparel and Fashion","11-50 employees",,"Simpsonville, South Carolina","United States","breakoutbras.com","https://www.linkedin.com/company/breakout-bras"
,"Charme Boutique",,"Apparel and Fashion","11-50 employees",,"Miami, Florida","United States",,"https://www.linkedin.com/company/charme-boutique"
,"Better Image Apparel","We have been in business for more than 20 years. We are trusted by established companies such as Ahead LLC, The Black Dog, Papa Gino's Pizzerias and many more. We embelish hundreds of thousands of garments annually and provide fulfillment services to more than 400 locations. Our only goal is to provide the service and apparel your company requires. We guarantee you'll walk away satisfied.","Retail Apparel and Fashion","11-50 employees","Privately Held","New Bedford, Massachusetts","United States","betterimageapparel.com","https://www.linkedin.com/company/better-image-apparel"
,"Munch's Store","Welcome to munch's Store. We bring you the best in fashion and style with our unique collection of custom-designed apparel, printed on high-quality diamond-flecked fabric. Our mission is to create fashion that makes you feel confident and empowered, no matter your style. From trendy graphic tees to stylish hoodies and more, we have something for everyone. Browse our collection and find your new favorite piece today! #Teespring #DiamondFashion #ShopNow #munchsstore","Retail Apparel and Fashion","11-50 employees","Public Company","New York","United States","creator-spring.com","https://www.linkedin.com/company/munchsstore"
,"LotusandLuna","We are Lotus and Luna, an ethically handcrafted accessories and apparel company that supports talented female artisans living in small villages in Northern Thailand, striving to end their cycle of poverty.","Apparel and Fashion","11-50 employees",,"San Diego, CA","United States","lotusandluna.com","https://www.linkedin.com/company/lotusandluna"
,"Quality Garments Inc",,"Retail Apparel and Fashion","11-50 employees",,"Goldsboro, North Carolina","United States","philkoinc.com","https://www.linkedin.com/company/quality-garments-inc"
,"All Seasons Sourcing","“All Seasons” is a fast growing apparel sourcing and logistics Company located in Dhaka, Bangladesh. 

“All Seasons” specializes in responsibly managing supply chains for global brands, departmental stores, hypermarkets & e-commerce platforms. We really work closely at the entire value chain to achieve the highest standards and to meet our customer’s needs through competitive price, quality, and on time delivery. 

“All Seasons” leverages extensive global network, depth of experience, market knowledge, and advanced technology to respond rapidly to evolving consumer and production trends.

Our Values
Our business is built upon our values. We believe in long term sustainable business relation with our customer & also supplier.

Our Four Values
Team as Family
Respect for all
Honesty
Keeping Promises
Believing & practicing values guide us to go on the right path by achieving:

Competitive price
Right quality
On-time delivery
All these lead us to make a transparent long term business relation with our customer & supplier.","Retail Apparel and Fashion","11-50 employees","Privately Held","Los Altos, California","United States","allseasons.com.bd","https://www.linkedin.com/company/allseasonssourcing"
,"Live-In Arts, Inc.","A heat transfer design and production company, Live-In Arts develops custom embellishments for clients and helps ensure quality production.

Initially, Live-In Arts was just another sourcing agent for heat transfers. 

After a series of unethical and fraudulent practices by suppliers and a lack of quality control, the owner of Live-In Arts decided to no longer be a sourcing agent, but open his own factory in Guangzhou, China. Thus, maintaining more control over the entire process.

A fruitful endeavor, the company was able to cut many margins while improving quality control issues.

The Los Angeles office now spearheads heat transfer embellishment designs for all divisions. Our designs have been well received by buyers from Target, Kohl's, Macy's, Walmart, etc,,

Our Guangzhou office maintains a quick turnaround on production, with great quality assurance. All productions can be drop shipped to whichever factory requires the bulk.

The company believes in making it easier for companies to embellish their apparel. 
From collaborating with designers to assisting production teams, we maintain quality production and meet the newer standards being put forth by socially responsible companies.","Apparel and Fashion","11-50 employees","Privately Held","Montebello, California (CA)","United States","liveinarts.com","https://www.linkedin.com/company/live-in-arts-inc-"
,"Gala Original","Gala Original features premium contemporary designed denim, outerwear, and tops.","Retail Apparel and Fashion","11-50 employees","Privately Held","Orange County, CA","United States","galaoriginal.com","https://www.linkedin.com/company/gala-original"
,"Aubrey Company Inc",,"Apparel and Fashion","11-50 employees",,"New York, New York","United States","aubreycompany.com","https://www.linkedin.com/company/aubrey-company-inc"
,"Beeze Tees Screen Printing","Southern NH and the Monadnock regions choice when it comes to screen printing, embroidery and promotional items.","Apparel and Fashion","11-50 employees","Self Owned","Keene, New Hampshire","United States","beezetees.com","https://www.linkedin.com/company/beeze-tees-screen-printing"
,"The Ivy Lane","The Ivy Lane is a boutique that inspires gift giving, influence home decor ideas, in addition to apparel for both daughters and moms. Located in the Highland Plaza shopping center off Sandy Plains Rd. Come visit us today in-store or online!","Apparel and Fashion","11-50 employees","Self Owned","Marietta, Georgia","United States","ivylanemarietta.com","https://www.linkedin.com/company/ivy-lane-boutique-marietta"
,"T SHIRT EXPRESS",,"Apparel and Fashion","11-50 employees",,"ARTESIA, New Mexico","United States","tshirtexpress.com","https://www.linkedin.com/company/t-shirt-express"
,"Fine World, LLC","Drive design processes and design innovation agenda for men's and women's knits product category. Work across the development, sales, marketing and management teams to move multiple lines of knits products from innovation to commercialization on a multi-seasonal basis. Incorporate design into all category knits from entry to statement level. Advocate design direction at highest company levels. Coordinate design for client-specific special projects and ensure design integrity with off-shore development and manufacturing partners.","Retail Apparel and Fashion","11-50 employees","Privately Held",,"United States","fineworldllc.com","https://www.linkedin.com/company/fine-world-llc"
,"Here To Stay Studios","Here To Stay Studios is a creative agency based in Los Angeles focused on offering comprehensive merchandise management services, from design and manufacturing to content creation and distribution. We are a full-service, one-stop shop dedicated to building brands that are here to stay.","Apparel Manufacturing","11-50 employees","Privately Held","Los Angeles, California","United States","heretostaystudios.com","https://www.linkedin.com/company/here-to-stay-studios"
,"blaqpopgod LLC","blaqpopgod is more than a brand; it's a celebration of self-expression. It was born out of a love for fashion and an intense appreciation for urban culture. We were founded by a team of creatives with the goal of infusing the energy of the streets into every stitch and making clothing that conveys meaning without using words.

At blaqpopgod, we think that clothing is more than simply a piece of fabric; it's a blank canvas on which to express who you are. Our collections incorporate art, style, and attitude to capture the dynamic fabric of urban life.

Join us on this epic journey where each piece of clothing makes a statement, each design sings an anthem, and each wearer tells a part of the tale. Welcome to blaqpopgod, where identity and fashion collide and where style has no bounds.","Retail Apparel and Fashion","11-50 employees","Privately Held","Houston, Texas","United States","blaqpopgod.com","https://www.linkedin.com/company/blaqpopgod"
,"Frisco Sports Center","Looking for spiritwear, custom uniforms, screenprinting, and more? FSC has been serving the North Dallas area since 1992! 972-335-3630","Apparel and Fashion","11-50 employees","Privately Held","Frisco, Texas","United States","hypel.ink","https://www.linkedin.com/company/frisco-sports-center"
,"DKM Embroidery",,"Apparel and Fashion","11-50 employees",,"Fort Wayne, IN","United States","dkmembroidery.com","https://www.linkedin.com/company/dkm-embroidery"
,"INTREPID by AO'C","Born and raised New Yorker, Aerin O’Connell, began her upscale woman’s clothing line INTREPID by AO’C in 2012 with the idea that women should embrace their femininity with elements of strength and sophistication. Her background as a lead designer for feature, independent, and short films encouraged her passion for the arts and design, and put her experience to the test to create this luxury woman’s line.

 O’Connell showcased her first collections RELAPSE, EPIPHANY, and AFFAIR at the Nolcha Fashion Week, NY Fashion Week, and the J Autumn Fashion Show which gained her rave reviews and naturally gave the line momentum with features in E!, US Weekly, The Huffington Post, Perez Hilton, and other numerous luxury fashion publications. O’Connell continuously pushes herself to create designs that reflect her surroundings and reflect our relevant times, but also maintain an aesthetic that is timeless and classic.","Retail Apparel and Fashion","11-50 employees","Privately Held","Los Angeles, California","United States","intrepidbyaoc.com","https://www.linkedin.com/company/intrepid-by-ao'c"
,"Foxcroft Collection","More than 40 years ago, we recognized that the stiff, boxy no iron shirt borrowed from the boys wasn’t going to cut it for modern women. So, we set out to design the best-made, best easy care, best feeling, best looking, best FITTING button down shirt, for every size, and every shape woman.","Retail Apparel and Fashion","11-50 employees","Privately Held","New York, New York","United States","foxcroftcollection.com","https://www.linkedin.com/company/foxcroft-collection"
,"Catton Apparel Group",,"Retail Apparel and Fashion","11-50 employees",,"New York, New York","United States",,"https://www.linkedin.com/company/catton-apparel-group"
,"Cool J's","Browse our collection of men’s and women’s hats, caps, footwear, clothing and accessories in Miami from Cool J’s and shop online or visit or stores in Florida.","Retail Apparel and Fashion","11-50 employees",,"Wilmington, Ohio","United States","cooljsonline.com","https://www.linkedin.com/company/cool-j's"
,"RISAVEENA INC","RISAVEENA INC is an Ecommerce and IT Consultancy company based at 22991 La Cadena Dr Laguna Hills CA 92653","Retail Apparel and Fashion","11-50 employees","Privately Held","Mission Viejo, California","United States","risaveena.com","https://www.linkedin.com/company/risaveena-inc"
,"Love is blinds","Custom blinds, shades and shutters","Retail Apparel and Fashion","11-50 employees","Self Owned","Saint Louis, Mo","United States","shoploveisblinds.com","https://www.linkedin.com/company/love-is-blinds"
,"GoldenWear Apparel","Golden on the Green

GoldenWear brings a new perspective to women’s’ golf clothes with a collection designed for the mature woman. GoldenWear celebrates the aging body with smart, contemporary styles that transition from the course to clubhouse, restaurant, and resort.

Darlene Harwick – Designer

Like you, golf plays a significant role in my life. My active and social life revolves around country clubs, golf resorts, and post golf luncheons and dinners. It’s important that my clothes have the versatility of comfort and style that looks great from the 1st to the 19th hole.","Retail Apparel and Fashion","11-50 employees","Privately Held",,"United States","goldenwear.com","https://www.linkedin.com/company/goldenwear-apparel"
,"Kansas City Costume Co",,"Retail Apparel and Fashion","11-50 employees",,"Kansas City, Missouri","United States",,"https://www.linkedin.com/company/kansas-city-costume-co"
,"212 Showroom Nyc",,"Retail Apparel and Fashion","11-50 employees",,"New York, New York","United States",,"https://www.linkedin.com/company/212-showroom-nyc"
,"Commercial Screen Printing & Embroidery","Screen printing and embroidery solutions for enterprise brands and organizations.  American produced, woman-owned with over 35 years of experience.","Apparel Manufacturing","11-50 employees","Privately Held","El Paso, Texas","United States",,"https://www.linkedin.com/company/cmrlscreenprinting"
,"Dizzy Lizzy","INSPIRED BY YOUTH. UNRESTRAINED BY BOUNDARIES. 
 
DizzyLizzy is a trendy and fast paced juniors apparel brand. We bring stylish and in-the moment apparel to hip, young, and fabulous junior/young contemporary girls.
 
Our niche is in providing trendsetting silhouettes, with an emphasis on woven fabrications as well as novelties and embellishments. We research & analyze global fashion markets to interpret key trends and create comprehensives seasonal collections. Our range of tops, dresses, bottoms, and accessories provides complete fast-fashion solutions to our retail customers. We also work with retailers for their product development and private label needs.","Apparel and Fashion","11-50 employees","Privately Held",,"United States",,"https://www.linkedin.com/company/dizzy-lizzy"
,"Bobby Jones Sportswear",,"Apparel and Fashion","11-50 employees",,"New York, New York","United States","bobbyjones.com","https://www.linkedin.com/company/bobby-jones-sportswear"
,"SunWest Sportswear Pullman","At SunWest Sportswear, we have custom apparel experts ready to help your business or organization look its best with professionally embroidered or screen printed clothing and accessories. We offer custom embroidery and printing on variety of items. We look forward to helping your business or organization with professional apparel and accessories decorated with your custom logo.

We offer a personalized sales experience in Pullman, Moscow, Lewiston, Clarkston, and surrounding areas. Don't have time in your busy day to visit an embroidery or screen printing shop? We'll come to you. You decide the time and place, and we'll meet you there to discuss your custom apparel needs.","Apparel and Fashion","11-50 employees","Privately Held","Pullman, Washington","United States","sunwestsportswearpullman.com","https://www.linkedin.com/company/sunwest-sportswear"
,"StaffWear2, LLC","As the face of your business, what your staff wears sends signals — positive or negative — about your company's values and professionalism. StaffWear2 develops staff uniforms that project the image you've worked so hard to establish.","Retail Apparel and Fashion","11-50 employees","Public Company","atlanta , Georgia","United States","staffwear2.com","https://www.linkedin.com/company/staffwear2-llc"
,"Milk Nursingwear","Milk Nursingwear, a woman founded and run company, is proud to have served hundreds of thousands of mothers in over 125 countries during its 22-year history. 

Milk Nursingwear is a leader in the nursingwear segment. We design, manufacture, and sell stylish tops, dresses, and sleepwear. Our fashions feature hidden openings that make it easy to nurse discreetly in public, and to pump conveniently whether at work or at home.

Our brand has a reputation for high-quality and style, and  Moms rave about our fashions, and how easy they make it to nurse and pump conveniently and confidently, whether at work, at home, or anywhere life takes them. 

We have been featured in national publications such as Pregnancy & Newborn Magazine,  Huffington Post, Moms TV, and The Bump, and internationally in Australia’s leading Mother and Baby Magazine. 

We are passionate about supporting and serving pregnant and nursing women, and making it easier for them to pump milk at work, and to feed their little ones wherever they go. 

We closed our doors in August 2020, and would be happy for an ambitious, experienced e-commerce professional to carry the brand forward. Interested parties please contact Elisa at milknursingwear@earthlink.net.","Retail Apparel and Fashion","11-50 employees","Privately Held","Atlanta, GA","United States","milknursingwear.com","https://www.linkedin.com/company/milk-nursingwear"
,"KidSole - Kids Insoles Store","KidSole has an incredible collection of Shoe Insoles and Inserts for your kids that will give full comfort to your child’s feet. These insole helps to support the foot arch, keep away from various foot issues in children and also maintain the foot structure in shape. These come with proper custom guided cutting lines that assistance you to make the ideal fit for a wide assortment of sizes. To get more information or buy KidSole items call us at (844) 754-3765 or visit at https://kidsole.com/.","Retail Apparel and Fashion","11-50 employees","Public Company","Land O' Lakes, Florida","United States","kidsole.com","https://www.linkedin.com/company/kidsole-kids-insoles-store"
,"Grayson Shop","Grayson Shop offer complete range of women clothing including latest and trendy Cool graphic tees, graphic tees for girls, crew-neck sweatshirt, short sleeve sweatshirts, off the shoulder blouses, women blouse, long tops for women, long sleeve tops, tanks and Camis for women, black tops for women, short mini dresses, long sleeve mini dresses, formal maxi dress, pretty maxi dresses, ladies casual dresses, women casual dresses, long black evening dresses, black evening dresses, flowing skirts, cute skirts for juniors, long white skirts, silk skirts, women outerwear, black blazers for women, blazer jackets, outerwear for women","Retail Apparel and Fashion","11-50 employees","Privately Held","Los Angeles, California","United States","graysonshop.com","https://www.linkedin.com/company/grayson-shop"
